OrthoID	GeneSymbol	GeneName	NOR	CTO	PLP	AAU	AvgRPKM	SdRPKM	SdOverAvg
Group_4159_0	npc2	zgc:193725 [Source:ZFIN%3BAcc:ZDB-GENE-080723-11]	1221.53792061249	1300.10358617534	931.051650910216	809.646498479241	1065.58491404432	201.819237987377	0.189397611891287
Group_4179_0	eif1axa	eukaryotic translation initiation factor 1A%2C X-linked%2C a [Source:ZFIN%3BAcc:ZDB-GENE-041010-185]	1105.88819276281	581.185074748296	563.450768135118	512.236273214066	690.690077215073	241.047932296264	0.34899579456562
Group_426_4	myl4	myosin light chain 4 [Source:HGNC Symbol%3BAcc:HGNC:7585]	1111.44804941301	770.752131355948	817.679346727989	553.43500444701	813.328632985988	198.904230602984	0.244555795205123
Group_4265_0	hsbp1a	heat shock factor binding protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-050320-136]	600.277272021139	610.174262543489	1065.41736637043	487.842555445831	690.927864095222	221.486288464155	0.320563549357202
Group_434_3	csrp1a	cysteine and glycine-rich protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-030909-4]	450.630838195307	488.453784367067	460.714651744834	181.382967163746	395.295560367739	124.276609543817	0.314389085038556
Group_4340_0	aprt	adenine phosphoribosyltransferase	476.065762569396	509.007778612961	515.436088051971	265.995750528746	441.626344940768	102.494286379755	0.232083723160813
Group_4374_0	pebp1	phosphatidylethanolamine binding protein 1	863.917386190418	274.222825121261	798.482491184313	578.953720880924	628.894105844229	230.370311762873	0.366310177853589
Group_4493_0	pdcl3	phosducin like 3	278.890984340317	419.766489764405	505.002830210572	274.661199301103	369.580375904099	97.5859915459029	0.264045382028685
Group_4496_0	rpl31	ribosomal protein L31	3328.40207246879	2310.266461958	2851.14418465973	3062.38783742296	2888.05013912737	373.998491080867	0.129498614312102
Group_4564_0	snrpe	small nuclear ribonucleoprotein polypeptide E	2550.72393551526	1404.61780175626	2471.03521718302	1080.52996189613	1876.72672908767	645.037003715029	0.343703211403932
Group_4657_1	ndufb5	NADH:ubiquinone oxidoreductase subunit B5	1375.16122884271	977.96741388975	1157.26176404311	628.068657386973	1034.61476604064	273.63426339421	0.264479371816217
Group_4753_0	bccip	BRCA2 and CDKN1A interacting protein	278.903065387938	494.314846076578	276.756375913388	257.503974979461	326.869565589341	97.0330150505176	0.296855459380467
Group_4783_0	rps12	ribosomal protein S12	4401.06597542731	2433.22449647111	3370.47802501259	5073.3826632306	3819.5377900354	1004.21875317563	0.262916302542022
Group_4852_0	ndufa5	NADH:ubiquinone oxidoreductase subunit A5	989.000382952251	800.556395428165	1175.0953189724	449.996676995927	853.662193587185	268.049321337749	0.313999288420371
Group_4870_1	atp6v1g1	ATPase%2C H+ transporting%2C lysosomal%2C V1 subunit G1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6965]	485.192891665614	590.719698473207	597.384911012964	249.783819909613	480.77033026535	140.589963215648	0.292426454723304
Group_5038_1	rpl9	ribosomal protein L9	1364.00015949286	802.30508553434	740.247623772943	1672.42454636588	1144.74435379151	389.679917050293	0.340407808747547
Group_5109_0	rps29	ribosomal protein S29	4434.92168602676	5498.27357456771	3636.87869381875	3487.95694233107	4264.50772418607	798.149172855172	0.187160916212787
Group_5222_0	yipf4	Yip1 domain family member 4	607.54399868884	638.01511068083	572.735533616798	261.891116960003	520.046439986618	150.825015695966	0.290022205901164
Group_5257_0	ndufa12	NADH:ubiquinone oxidoreductase subunit A12	1118.44869562438	534.674635007175	627.809649289511	556.001061969412	709.233510472619	238.766568643311	0.336654381268874
Group_5333_0	mpc2	mitochondrial pyruvate carrier 2	265.896873791642	484.818939658391	413.022638575128	235.066739374574	349.701297849933	102.99348621114	0.294518455734579
Group_5386_0	emc2	ER membrane protein complex subunit 2	219.042279827012	447.279707639434	372.106005238081	185.348165386361	305.944039522722	107.759521025107	0.352219710484354
Group_5412_0	eif3f	eukaryotic translation initiation factor 3 subunit F	878.090191742124	922.277799147988	787.79050313221	604.365930441278	798.1311061159	121.91977704547	0.152756578601217
Group_5445_0	magoh	mago homolog%2C exon junction complex core component [Source:ZFIN%3BAcc:ZDB-GENE-041216-1]	1109.22057107302	678.224182194198	1007.87640076283	405.617419267637	800.234643324421	278.027295928955	0.347432216598301
Group_5515_0	ndufa6	NADH:ubiquinone oxidoreductase subunit A6	1201.87094156864	1079.58227738291	1057.00669864857	599.921491824578	984.595352356173	228.827762543041	0.232407924733189
Group_5675_0	sod2	superoxide dismutase 2%2C mitochondrial	577.164949039208	515.25003252438	297.374015356843	274.006955837425	415.948988189464	132.343160164395	0.318171612198064
Group_5717_0	chmp3	charged multivesicular body protein 3	568.305490470239	395.753456918861	368.513768854898	237.515968271895	392.522171128973	117.806560588124	0.300127150141069
Group_58_43	ube2l3a	ubiquitin-conjugating enzyme E2L 3a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2977]	1292.71002436162	884.891059770787	771.413469875467	530.085932052105	869.775121514995	275.756316149987	0.317043232588291
Group_581_0	loc107378458		1186.52529624728	919.792142658705	886.124228089289	758.377311036777	937.704744508014	155.765373512737	0.166113453541778
Group_581_6	loc107378459		1165.35322944028	880.640575305934	775.994035995878	539.584254461607	840.393023800925	224.639792775606	0.267303257420685
Group_5816_0	rps4x	ribosomal protein S4%2C X-linked [Source:ZFIN%3BAcc:ZDB-GENE-040927-19]	1048.32613463959	780.693187159598	656.595438350543	1402.16224400033	971.944251037514	285.894891834861	0.294147417950854
Group_5845_0	ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	565.414406667626	716.436331463453	535.243623459604	516.693357663096	583.446929813445	78.7257120966614	0.134932087348259
Group_5928_0	etfa	electron transfer flavoprotein alpha subunit	473.845960495965	381.735666183612	345.607887264207	189.87597254823	347.766371623004	102.450003511516	0.2945943365179
Group_6187_0	rps2	ribosomal protein S2	1153.67903855444	590.755170032363	472.035577136578	911.060463972405	781.882562423947	268.073863107538	0.342856940403518
Group_6228_0	ssr3	signal sequence receptor%2C gamma (translocon-associated protein gamma)	484.625379664774	474.156849494195	500.938959986599	280.447245830416	435.042108743996	89.7641776296603	0.206334457804136
Group_6239_0	ndufb6	NADH:ubiquinone oxidoreductase subunit B6	360.219841862192	439.085351889768	762.761289425803	337.092516220611	474.789749849594	170.506014267006	0.359118987554007
Group_6304_0	tceb1a	transcription elongation factor B (SIII)%2C polypeptide 1a [Source:ZFIN%3BAcc:ZDB-GENE-040912-120]	1792.17038632138	1003.60446161104	1013.89651449008	1451.59214368932	1315.31587652796	329.385443858174	0.250423073070214
Group_6356_0	ndufb8	NADH:ubiquinone oxidoreductase subunit B8	970.55261948131	1519.60159423092	1683.91765211956	1119.40156329863	1323.36835728261	289.21647393389	0.218545707506385
Group_6388_1	mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	891.513202346958	1803.45632036745	1184.35933936403	917.005273635562	1199.0835339285	367.304683026443	0.306321179995742
Group_6392_0	nsa2	NSA2%2C ribosome biogenesis homolog	1316.15543026534	646.042548212286	601.595915760832	984.361188757781	887.038770749061	288.60421136147	0.32535693013481
Group_6394_0	ndufa7	NADH:ubiquinone oxidoreductase subunit A7	683.131815412034	1293.95430674738	1495.92322454714	1650.33673142827	1280.83651953371	367.496832276899	0.286919389533559
Group_6401_0	rraga	Ras-related GTP binding A [Source:ZFIN%3BAcc:ZDB-GENE-030131-4083]	310.994099514546	529.939838740611	258.272432147802	217.177545949893	329.095979088213	120.631302406889	0.366553559059298
Group_6443_0	ndufs4	NADH:ubiquinone oxidoreductase subunit S4	792.142211488422	606.516366150553	698.759397239266	907.241771382488	751.164936565182	111.477200473639	0.148405756242278
Group_6574_0	ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	415.890064367139	319.938911150042	421.814822731718	361.120075028789	379.690968319422	41.8329418007061	0.110176288853712
Group_659_3	hsp90ab1	heat shock protein 90kDa alpha family class B member 1	762.038923641609	356.062142755974	449.476630364894	538.413330432755	526.497756798808	150.500975598168	0.285853023407427
Group_6640_0	rpl36	ribosomal protein L36	4975.49831470997	2028.79024862206	2436.80024277758	3085.2818290172	3131.5926587817	1129.27437079176	0.360607043711454
Group_6643_0	ndufa10	NADH:ubiquinone oxidoreductase subunit A10	376.966452347509	387.805109305913	522.280504913947	367.337745454621	413.597453005498	63.164550021255	0.152719871851859
Group_6655_0	pcna	proliferating cell nuclear antigen	421.915533333886	357.312309016692	512.678717222556	163.153017107308	363.764894170111	128.300023972205	0.352700400803951
Group_6660_0	dctn3	dynactin subunit 3	572.030445734569	742.736713019485	574.540275265954	245.492510207374	533.699986056846	180.206170618937	0.337654441309547
Group_6686_0	rps5	ribosomal protein S5	4266.80252050204	1527.7386844276	3581.16787876258	3044.75475217927	3105.11595896787	1008.45223475264	0.324771199555409
Group_67_9	gnb2l1	guanine nucleotide-binding protein subunit beta-2-like 1  [Source:RefSeq peptide%3BAcc:NP_001266445]	1400.29303097856	598.566572523755	654.53039189977	1214.45600175393	966.961499289003	347.259904119959	0.359124850757032
Group_6830_0	ndufb2	NADH:ubiquinone oxidoreductase subunit B2	1387.39827413302	1224.39939636834	924.472482637578	794.247244353115	1082.62934937301	235.138616945252	0.217192169306539
Group_6839_0	mcts1	malignant T-cell amplified sequence 1	749.005015498191	611.675204189816	656.239162153665	292.415193019186	577.333643715214	171.79566863919	0.297567395403572
Group_6841_0	cox6c	cytochrome c oxidase subunit VIc [Source:ZFIN%3BAcc:ZDB-GENE-040724-95]	1770.17001134224	2774.08751071589	2491.82796950332	1761.42784187905	2199.37833336013	444.92635483166	0.202296416256824
Group_6855_0	rpl12	ribosomal protein L12	2277.69681998811	1368.72638016738	1715.06210196215	2593.32533707864	1988.70265979907	476.533301224408	0.239620185992287
Group_686_4	pabpc1a	poly(A) binding protein%2C cytoplasmic 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-3238]	597.156002414608	426.270724400788	612.469096939696	236.573468279222	468.117323008578	152.358220895594	0.325470161873934
Group_6904_0	sdhaf2	succinate dehydrogenase complex assembly factor 2	383.714207535443	355.534609671009	460.297062657063	231.665608379075	357.802872060648	82.2985581821522	0.230010893171932
Group_7045_0	rps18	ribosomal protein S18	1878.50357207148	1633.26823490324	1606.47886735862	2253.93844792894	1843.04728056557	259.836757479978	0.140982144202097
Group_7089_0	rpl34	ribosomal protein L34	3762.50040682211	2407.22826305193	4507.38932852349	4288.21150116001	3741.33237488938	816.425425522625	0.218217828226706
Group_7101_0	ndufc2	NADH dehydrogenase (ubiquinone) 1%2C subcomplex unknown%2C 2 [Source:ZFIN%3BAcc:ZDB-GENE-050320-87]	1482.40592792987	1231.60235982212	757.024572464233	694.406520364336	1041.35984514514	328.609577765681	0.315558141883108
Group_7209_0	lamtor3	late endosomal/lysosomal adaptor%2C MAPK and MTOR activator 3	1250.38282321014	451.61397439061	1011.80764335782	660.927987480835	843.683107109851	308.540174590961	0.365706237319254
Group_7216_0	cox7c	cytochrome c oxidase%2C subunit VIIc [Source:ZFIN%3BAcc:ZDB-GENE-030131-8062]	4475.43277460539	3930.77425903353	2095.19707867411	2880.56360284435	3345.49192878934	921.780516396152	0.27552914071137
Group_7224_0	rpl35a	ribosomal protein L35a	1640.43243413599	1771.12185810362	2093.86467989594	1518.11179735606	1755.8826923729	214.66707753302	0.12225593342054
Group_7265_0	atp5d	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C delta subunit	1140.7933668983	477.519157515397	690.718423122999	626.722084374662	733.938257977839	247.308055238619	0.336960299521662
Group_7283_0	pomp	proteasome maturation protein [Source:ZFIN%3BAcc:ZDB-GENE-040801-10]	1663.9218381192	1172.39997802166	1214.50259825546	680.309101056638	1182.78337886324	348.241489746824	0.294425417172767
Group_7306_0	lsm5	LSM5 homolog%2C U6 small nuclear RNA and mRNA degradation associated	752.820260103434	568.932964023652	918.055343999595	313.587295647394	638.348965943519	224.515065712728	0.35171211624175
Group_7345_0	psmb4	proteasome subunit beta 4	800.891627078677	619.316795565465	772.488821501684	369.451885553809	640.537282424909	171.071860612275	0.267075571252685
Group_7421_0	prdx5	peroxiredoxin 5	1178.41701077173	1115.90677474355	1297.57808383959	577.488857635706	1042.34768174764	276.207389007876	0.264985852460261
Group_7453_0	ndufb3	NADH:ubiquinone oxidoreductase subunit B3	330.13268287467	323.164974639311	539.205130541131	193.172461735654	346.418812447691	123.952599246516	0.357811397050593
Group_7666_0	ndufa11	NADH:ubiquinone oxidoreductase subunit A11	677.659183966008	639.788688638616	541.108207472452	240.256220161222	524.703075059575	171.624161568025	0.327088156570339
Group_7697_0	eif3g	eukaryotic translation initiation factor 3 subunit G	1088.56324337362	645.503011045071	586.886012318748	736.368526540988	764.330198319606	194.624807112773	0.254634459740907
Group_7709_0	cmc1	C-x(9)-C motif containing 1	453.230792780093	295.478087767123	477.432115585933	254.375434246186	370.129107594834	96.684426434135	0.261218111329876
Group_8067_0	uqcr10	ubiquinol-cytochrome c reductase%2C complex III subunit X [Source:HGNC Symbol%3BAcc:HGNC:30863]	1728.2314477246	972.20578910461	2059.76359866712	887.397494458977	1411.89958248883	497.047961647185	0.352042006253032
Group_8092_0	cr762483.1	unknown	390.628593790765	291.753574055772	336.721532266282	374.127958329529	348.307914610587	38.0471820091119	0.109234330927132
Group_8197_0	ccl19	C-C motif chemokine ligand 19 [Source:HGNC Symbol%3BAcc:HGNC:10617]	1760.82718807808	874.775944192189	1425.77188202034	1204.02222943576	1316.34931093159	322.931220922992	0.245323348628831
Group_8203_0	si:ch211-39k3.2	si:ch211-39k3.2 [Source:ZFIN%3BAcc:ZDB-GENE-070705-180]	1916.4730923107	936.149624100281	1716.82913564296	913.516021056152	1370.74196827752	451.532075157318	0.329407055162041
Group_84_3	mybphb	myosin binding protein Hb [Source:ZFIN%3BAcc:ZDB-GENE-030131-9794]	523.824282055359	431.275176602359	292.684328753379	192.046639929584	359.95760683517	127.13995217501	0.35320812718157
Group_863_0	gpx1b	glutathione peroxidase 1b [Source:ZFIN%3BAcc:ZDB-GENE-040912-60]	906.942662200875	1159.47845029896	661.019923412676	1051.79221253606	944.808312112143	186.747476678337	0.197656470930975
Group_8808_0	si:dkey-12l12.1	si:dkey-12l12.1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-232]	804.12258371299	645.638808659979	371.988104175669	339.701154305369	540.362662713502	193.175694479428	0.357492676324768
Group_931_1	loc107375337		338.923320777467	455.107986536551	371.142292206193	188.874428785	338.512007076303	96.2430931934846	0.284312199217769
Group_9337_0	myeov2	myeloma overexpressed 2 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1883]	1082.96927087869	1076.98066534005	1094.30262282453	1495.52280138012	1187.44384010585	177.978215893842	0.149883480702529
