Protein stable ID	Human gene stable ID
ENSAMXP00000000060	ENSG00000158555
ENSAMXP00000000062	ENSG00000135315
ENSAMXP00000000061	ENSG00000155304
ENSAMXP00000000067	ENSG00000143149
ENSAMXP00000000064	
ENSAMXP00000000072	ENSG00000107614
ENSAMXP00000000098	ENSG00000101974
ENSAMXP00000000069	ENSG00000155307
ENSAMXP00000000070	ENSG00000155307
ENSAMXP00000000066	
ENSAMXP00000000068	
ENSAMXP00000000074	ENSG00000143183
ENSAMXP00000000071	ENSG00000138032
ENSAMXP00000000073	ENSG00000152518
ENSAMXP00000000075	ENSG00000107611
ENSAMXP00000000077	
ENSAMXP00000000078	ENSG00000143179
ENSAMXP00000000076	ENSG00000148484
ENSAMXP00000000079	
ENSAMXP00000000080	
ENSAMXP00000000081	ENSG00000111196
ENSAMXP00000000081	ENSG00000162385
ENSAMXP00000000082	ENSG00000105889
ENSAMXP00000000082	ENSG00000164647
ENSAMXP00000000083	ENSG00000172461
ENSAMXP00000000084	ENSG00000185737
ENSAMXP00000000085	
ENSAMXP00000000086	ENSG00000157184
ENSAMXP00000000089	ENSG00000157214
ENSAMXP00000000092	ENSG00000132359
ENSAMXP00000000087	ENSG00000182645
ENSAMXP00000000088	
ENSAMXP00000000090	ENSG00000151892
ENSAMXP00000000093	ENSG00000102312
ENSAMXP00000000091	
ENSAMXP00000000094	ENSG00000132530
ENSAMXP00000000095	ENSG00000176422
ENSAMXP00000000103	ENSG00000156103
ENSAMXP00000000096	ENSG00000167858
ENSAMXP00000000097	ENSG00000135423
ENSAMXP00000000104	ENSG00000132376
ENSAMXP00000000099	ENSG00000135925
ENSAMXP00000000111	
ENSAMXP00000000100	ENSG00000171450
ENSAMXP00000000101	ENSG00000163497
ENSAMXP00000000102	ENSG00000114491
ENSAMXP00000000105	
ENSAMXP00000000106	ENSG00000176571
ENSAMXP00000000146	ENSG00000139219
ENSAMXP00000000107	ENSG00000170289
ENSAMXP00000000108	
ENSAMXP00000000109	ENSG00000085719
ENSAMXP00000000122	ENSG00000138448
ENSAMXP00000000110	ENSG00000095794
ENSAMXP00000000113	ENSG00000198947
ENSAMXP00000000112	ENSG00000152102
ENSAMXP00000000114	ENSG00000198947
ENSAMXP00000000115	ENSG00000117528
ENSAMXP00000000130	ENSG00000120500
ENSAMXP00000000116	ENSG00000198947
ENSAMXP00000000117	
ENSAMXP00000000118	ENSG00000198947
ENSAMXP00000000119	ENSG00000117525
ENSAMXP00000000120	ENSG00000198947
ENSAMXP00000000121	ENSG00000172339
ENSAMXP00000000123	ENSG00000137812
ENSAMXP00000000124	
ENSAMXP00000000125	ENSG00000065548
ENSAMXP00000000126	ENSG00000271092
ENSAMXP00000000126	ENSG00000152078
ENSAMXP00000000127	
ENSAMXP00000000128	
ENSAMXP00000000129	
ENSAMXP00000000133	ENSG00000004961
ENSAMXP00000000131	ENSG00000186416
ENSAMXP00000000132	ENSG00000186416
ENSAMXP00000000135	
ENSAMXP00000000137	
ENSAMXP00000000134	ENSG00000117569
ENSAMXP00000000136	ENSG00000188641
ENSAMXP00000000138	ENSG00000213512
ENSAMXP00000000138	ENSG00000162654
ENSAMXP00000000138	ENSG00000183347
ENSAMXP00000000139	
ENSAMXP00000000140	
ENSAMXP00000000141	ENSG00000162627
ENSAMXP00000000142	ENSG00000077713
ENSAMXP00000000143	ENSG00000117598
ENSAMXP00000000144	
ENSAMXP00000000145	
ENSAMXP00000000147	ENSG00000204116
ENSAMXP00000000151	
ENSAMXP00000000148	ENSG00000099260
ENSAMXP00000000149	ENSG00000131264
ENSAMXP00000000150	
ENSAMXP00000000152	ENSG00000156869
ENSAMXP00000000154	
ENSAMXP00000000153	
ENSAMXP00000000158	ENSG00000168032
ENSAMXP00000000155	ENSG00000170075
ENSAMXP00000000156	ENSG00000096433
ENSAMXP00000000167	ENSG00000160305
ENSAMXP00000000157	ENSG00000158578
ENSAMXP00000000159	ENSG00000144649
ENSAMXP00000000165	ENSG00000162438
ENSAMXP00000000179	
ENSAMXP00000000180	
ENSAMXP00000000160	ENSG00000163788
ENSAMXP00000000161	ENSG00000160746
ENSAMXP00000000162	ENSG00000011198
ENSAMXP00000000163	ENSG00000179152
ENSAMXP00000000164	ENSG00000206557
ENSAMXP00000000166	ENSG00000182973
ENSAMXP00000000168	ENSG00000187094
ENSAMXP00000000172	ENSG00000162438
ENSAMXP00000000169	ENSG00000003402
ENSAMXP00000000170	ENSG00000119013
ENSAMXP00000000171	ENSG00000179921
ENSAMXP00000000173	
ENSAMXP00000000174	ENSG00000142621
ENSAMXP00000000176	ENSG00000163466
ENSAMXP00000000175	
ENSAMXP00000000177	ENSG00000142634
ENSAMXP00000000188	ENSG00000182606
ENSAMXP00000000178	ENSG00000180871
ENSAMXP00000000178	ENSG00000163464
ENSAMXP00000000181	ENSG00000166337
ENSAMXP00000000182	ENSG00000166337
ENSAMXP00000000183	ENSG00000081248
ENSAMXP00000000191	ENSG00000120498
ENSAMXP00000000184	ENSG00000101945
ENSAMXP00000000185	ENSG00000116857
ENSAMXP00000000186	
ENSAMXP00000000187	ENSG00000049768
ENSAMXP00000000189	ENSG00000180543
ENSAMXP00000000189	ENSG00000189241
ENSAMXP00000000189	ENSG00000178021
ENSAMXP00000000189	ENSG00000168757
ENSAMXP00000000189	ENSG00000184205
ENSAMXP00000000189	ENSG00000233803
ENSAMXP00000000189	ENSG00000187189
ENSAMXP00000000189	ENSG00000258992
ENSAMXP00000000189	ENSG00000229549
ENSAMXP00000000189	ENSG00000228927
ENSAMXP00000000189	ENSG00000236424
ENSAMXP00000000190	ENSG00000180543
ENSAMXP00000000190	ENSG00000189241
ENSAMXP00000000190	ENSG00000178021
ENSAMXP00000000190	ENSG00000168757
ENSAMXP00000000190	ENSG00000184205
ENSAMXP00000000190	ENSG00000233803
ENSAMXP00000000190	ENSG00000187189
ENSAMXP00000000190	ENSG00000258992
ENSAMXP00000000190	ENSG00000229549
ENSAMXP00000000190	ENSG00000228927
ENSAMXP00000000190	ENSG00000236424
ENSAMXP00000000192	
ENSAMXP00000000202	ENSG00000168038
ENSAMXP00000000193	ENSG00000082458
ENSAMXP00000000195	ENSG00000015285
ENSAMXP00000000194	ENSG00000130055
ENSAMXP00000000196	ENSG00000120509
ENSAMXP00000000197	
ENSAMXP00000000198	ENSG00000017483
ENSAMXP00000000199	
ENSAMXP00000000200	
ENSAMXP00000000201	ENSG00000125354
ENSAMXP00000000203	ENSG00000163923
ENSAMXP00000000203	ENSG00000198918
ENSAMXP00000000209	ENSG00000112079
ENSAMXP00000000204	ENSG00000168036
ENSAMXP00000000205	ENSG00000125351
ENSAMXP00000000206	ENSG00000170293
ENSAMXP00000000207	ENSG00000125356
ENSAMXP00000000208	ENSG00000189134
ENSAMXP00000000208	ENSG00000101882
ENSAMXP00000000211	ENSG00000154188
ENSAMXP00000000210	ENSG00000125355
ENSAMXP00000000212	ENSG00000101892
ENSAMXP00000000213	ENSG00000104324
ENSAMXP00000000226	ENSG00000124126
ENSAMXP00000000214	ENSG00000005893
ENSAMXP00000000215	ENSG00000005893
ENSAMXP00000000216	
ENSAMXP00000000217	ENSG00000124532
ENSAMXP00000000218	ENSG00000049656
ENSAMXP00000000219	
ENSAMXP00000000220	ENSG00000101639
ENSAMXP00000000221	
ENSAMXP00000000231	ENSG00000158290
ENSAMXP00000000222	ENSG00000175354
ENSAMXP00000000223	ENSG00000101624
ENSAMXP00000000224	ENSG00000172201
ENSAMXP00000000225	ENSG00000104490
ENSAMXP00000000227	ENSG00000075043
ENSAMXP00000000235	ENSG00000083307
ENSAMXP00000000228	
ENSAMXP00000000229	
ENSAMXP00000000230	ENSG00000198758
ENSAMXP00000000232	ENSG00000198758
ENSAMXP00000000234	ENSG00000232119
ENSAMXP00000000233	ENSG00000134184
ENSAMXP00000000233	ENSG00000134201
ENSAMXP00000000233	ENSG00000213366
ENSAMXP00000000233	ENSG00000168765
ENSAMXP00000000233	ENSG00000134202
ENSAMXP00000000238	ENSG00000134184
ENSAMXP00000000238	ENSG00000134201
ENSAMXP00000000238	ENSG00000213366
ENSAMXP00000000238	ENSG00000168765
ENSAMXP00000000238	ENSG00000134202
ENSAMXP00000000236	ENSG00000139192
ENSAMXP00000000239	ENSG00000188706
ENSAMXP00000000237	ENSG00000139190
ENSAMXP00000000240	
ENSAMXP00000000241	
ENSAMXP00000000244	ENSG00000143398
ENSAMXP00000000245	ENSG00000143398
ENSAMXP00000000243	ENSG00000122122
ENSAMXP00000000242	
ENSAMXP00000000246	ENSG00000122121
ENSAMXP00000000247	
ENSAMXP00000000248	ENSG00000122126
ENSAMXP00000000249	
ENSAMXP00000000250	ENSG00000155962
ENSAMXP00000000251	
ENSAMXP00000000252	
ENSAMXP00000000253	ENSG00000174165
ENSAMXP00000000254	
ENSAMXP00000000255	
ENSAMXP00000000256	ENSG00000055163
ENSAMXP00000000257	
ENSAMXP00000000258	
ENSAMXP00000000259	
ENSAMXP00000000260	
ENSAMXP00000000261	
ENSAMXP00000000262	ENSG00000141736
ENSAMXP00000000263	ENSG00000173826
ENSAMXP00000000264	ENSG00000136463
ENSAMXP00000000265	ENSG00000108309
ENSAMXP00000000270	
ENSAMXP00000000268	ENSG00000161671
ENSAMXP00000000266	ENSG00000103326
ENSAMXP00000000267	ENSG00000157873
ENSAMXP00000000269	
ENSAMXP00000000271	
ENSAMXP00000000275	ENSG00000156671
ENSAMXP00000000272	
ENSAMXP00000000273	ENSG00000163697
ENSAMXP00000000274	ENSG00000135482
ENSAMXP00000000281	
ENSAMXP00000000276	ENSG00000139641
ENSAMXP00000000277	ENSG00000126391
ENSAMXP00000000278	ENSG00000164919
ENSAMXP00000000279	
ENSAMXP00000000280	ENSG00000261582
ENSAMXP00000000280	ENSG00000242372
ENSAMXP00000000286	ENSG00000085552
ENSAMXP00000000282	ENSG00000004897
ENSAMXP00000000284	ENSG00000145217
ENSAMXP00000000283	ENSG00000004897
ENSAMXP00000000287	ENSG00000125966
ENSAMXP00000000285	ENSG00000167363
ENSAMXP00000000292	
ENSAMXP00000000288	ENSG00000089063
ENSAMXP00000000293	ENSG00000137942
ENSAMXP00000000289	
ENSAMXP00000000309	ENSG00000179915
ENSAMXP00000000291	ENSG00000120907
ENSAMXP00000000290	
ENSAMXP00000000295	ENSG00000137936
ENSAMXP00000000294	
ENSAMXP00000000298	ENSG00000092964
ENSAMXP00000000307	ENSG00000141556
ENSAMXP00000000300	ENSG00000133256
ENSAMXP00000000297	ENSG00000179950
ENSAMXP00000000296	
ENSAMXP00000000299	ENSG00000104765
ENSAMXP00000000301	ENSG00000221914
ENSAMXP00000000303	ENSG00000011295
ENSAMXP00000000302	ENSG00000169020
ENSAMXP00000000304	ENSG00000130956
ENSAMXP00000000305	ENSG00000185189
ENSAMXP00000000306	
ENSAMXP00000000312	ENSG00000139865
ENSAMXP00000000308	ENSG00000033050
ENSAMXP00000000310	ENSG00000141579
ENSAMXP00000000311	ENSG00000082014
ENSAMXP00000000313	ENSG00000176845
ENSAMXP00000000314	
ENSAMXP00000000315	
ENSAMXP00000000317	ENSG00000151338
ENSAMXP00000000316	ENSG00000106560
ENSAMXP00000000316	ENSG00000171115
ENSAMXP00000000316	ENSG00000213203
ENSAMXP00000000316	ENSG00000281887
ENSAMXP00000000316	ENSG00000133561
ENSAMXP00000000316	ENSG00000179144
ENSAMXP00000000316	ENSG00000133574
ENSAMXP00000000316	ENSG00000196329
ENSAMXP00000000318	
ENSAMXP00000000319	ENSG00000170890
ENSAMXP00000000321	
ENSAMXP00000000320	ENSG00000092445
ENSAMXP00000000325	ENSG00000104689
ENSAMXP00000000325	ENSG00000173530
ENSAMXP00000000325	ENSG00000173535
ENSAMXP00000000325	ENSG00000120889
ENSAMXP00000000323	ENSG00000174197
ENSAMXP00000000322	ENSG00000127399
ENSAMXP00000000324	ENSG00000166411
ENSAMXP00000000331	ENSG00000140743
ENSAMXP00000000326	ENSG00000103740
ENSAMXP00000000327	ENSG00000137802
ENSAMXP00000000328	ENSG00000140403
ENSAMXP00000000329	ENSG00000185088
ENSAMXP00000000330	ENSG00000243789
ENSAMXP00000000332	ENSG00000166128
ENSAMXP00000000333	ENSG00000110975
ENSAMXP00000000334	ENSG00000182521
ENSAMXP00000000335	ENSG00000134160
ENSAMXP00000000336	
ENSAMXP00000000337	
ENSAMXP00000000338	ENSG00000126775
ENSAMXP00000000345	ENSG00000183921
ENSAMXP00000000339	ENSG00000169926
ENSAMXP00000000377	ENSG00000156687
ENSAMXP00000000340	ENSG00000178974
ENSAMXP00000000341	
ENSAMXP00000000343	
ENSAMXP00000000342	ENSG00000198910
ENSAMXP00000000344	ENSG00000077420
ENSAMXP00000000362	ENSG00000169918
ENSAMXP00000000346	ENSG00000211456
ENSAMXP00000000348	
ENSAMXP00000000347	
ENSAMXP00000000353	ENSG00000178093
ENSAMXP00000000349	ENSG00000185838
ENSAMXP00000000350	
ENSAMXP00000000351	ENSG00000100084
ENSAMXP00000000352	
ENSAMXP00000000354	
ENSAMXP00000000355	ENSG00000075391
ENSAMXP00000000356	ENSG00000165617
ENSAMXP00000000373	ENSG00000175267
ENSAMXP00000000368	ENSG00000067715
ENSAMXP00000000357	ENSG00000158615
ENSAMXP00000000358	
ENSAMXP00000000361	ENSG00000196104
ENSAMXP00000000365	ENSG00000100578
ENSAMXP00000000359	ENSG00000183495
ENSAMXP00000000370	ENSG00000182718
ENSAMXP00000000371	ENSG00000166689
ENSAMXP00000000360	ENSG00000048649
ENSAMXP00000000366	ENSG00000143105
ENSAMXP00000000363	ENSG00000206052
ENSAMXP00000000364	ENSG00000083535
ENSAMXP00000000367	
ENSAMXP00000000372	ENSG00000006128
ENSAMXP00000000369	
ENSAMXP00000000375	ENSG00000177425
ENSAMXP00000000374	ENSG00000140297
ENSAMXP00000000378	ENSG00000187682
ENSAMXP00000000376	ENSG00000128268
ENSAMXP00000000384	ENSG00000177169
ENSAMXP00000000379	ENSG00000102081
ENSAMXP00000000380	
ENSAMXP00000000381	
ENSAMXP00000000382	
ENSAMXP00000000383	
ENSAMXP00000000386	ENSG00000140543
ENSAMXP00000000391	ENSG00000140299
ENSAMXP00000000398	ENSG00000117569
ENSAMXP00000000419	ENSG00000032219
ENSAMXP00000000385	ENSG00000155966
ENSAMXP00000000425	ENSG00000121005
ENSAMXP00000000387	
ENSAMXP00000000388	ENSG00000161654
ENSAMXP00000000390	ENSG00000172404
ENSAMXP00000000390	ENSG00000179407
ENSAMXP00000000390	ENSG00000105993
ENSAMXP00000000389	ENSG00000111452
ENSAMXP00000000418	ENSG00000058272
ENSAMXP00000000396	ENSG00000155966
ENSAMXP00000000416	ENSG00000077063
ENSAMXP00000000392	
ENSAMXP00000000406	ENSG00000108840
ENSAMXP00000000482	ENSG00000118997
ENSAMXP00000000393	ENSG00000182718
ENSAMXP00000000410	ENSG00000060709
ENSAMXP00000000394	ENSG00000131473
ENSAMXP00000000395	ENSG00000128915
ENSAMXP00000000400	ENSG00000173786
ENSAMXP00000000397	ENSG00000010404
ENSAMXP00000000397	ENSG00000241489
ENSAMXP00000000412	
ENSAMXP00000000399	ENSG00000144214
ENSAMXP00000000399	ENSG00000185674
ENSAMXP00000000403	ENSG00000122481
ENSAMXP00000000401	ENSG00000144214
ENSAMXP00000000401	ENSG00000185674
ENSAMXP00000000402	ENSG00000204815
ENSAMXP00000000422	ENSG00000069667
ENSAMXP00000000404	
ENSAMXP00000000405	ENSG00000168259
ENSAMXP00000000407	ENSG00000168256
ENSAMXP00000000415	ENSG00000004961
ENSAMXP00000000408	ENSG00000155827
ENSAMXP00000000409	ENSG00000108840
ENSAMXP00000000411	ENSG00000008283
ENSAMXP00000000413	ENSG00000090316
ENSAMXP00000000421	ENSG00000187595
ENSAMXP00000000414	ENSG00000170921
ENSAMXP00000000417	
ENSAMXP00000000420	
ENSAMXP00000000430	ENSG00000136872
ENSAMXP00000000424	ENSG00000105193
ENSAMXP00000000423	ENSG00000100575
ENSAMXP00000000426	
ENSAMXP00000000447	ENSG00000001626
ENSAMXP00000000436	
ENSAMXP00000000441	ENSG00000108771
ENSAMXP00000000429	ENSG00000147869
ENSAMXP00000000429	ENSG00000179284
ENSAMXP00000000428	ENSG00000137558
ENSAMXP00000000427	ENSG00000111046
ENSAMXP00000000440	ENSG00000100567
ENSAMXP00000000431	ENSG00000159692
ENSAMXP00000000434	ENSG00000111049
ENSAMXP00000000435	ENSG00000167815
ENSAMXP00000000432	ENSG00000074211
ENSAMXP00000000443	ENSG00000104381
ENSAMXP00000000433	ENSG00000176209
ENSAMXP00000000439	ENSG00000120738
ENSAMXP00000000437	ENSG00000104863
ENSAMXP00000000438	ENSG00000164463
ENSAMXP00000000448	ENSG00000104889
ENSAMXP00000000446	ENSG00000159314
ENSAMXP00000000442	
ENSAMXP00000000444	ENSG00000105953
ENSAMXP00000000445	ENSG00000108773
ENSAMXP00000000451	ENSG00000104369
ENSAMXP00000000492	ENSG00000171914
ENSAMXP00000000459	ENSG00000175029
ENSAMXP00000000453	ENSG00000108774
ENSAMXP00000000450	
ENSAMXP00000000449	ENSG00000125870
ENSAMXP00000000456	ENSG00000154438
ENSAMXP00000000452	ENSG00000259431
ENSAMXP00000000457	ENSG00000101292
ENSAMXP00000000457	ENSG00000169618
ENSAMXP00000000458	
ENSAMXP00000000454	
ENSAMXP00000000455	ENSG00000100836
ENSAMXP00000000455	ENSG00000258643
ENSAMXP00000000461	ENSG00000104343
ENSAMXP00000000461	ENSG00000258677
ENSAMXP00000000460	ENSG00000157992
ENSAMXP00000000465	ENSG00000169621
ENSAMXP00000000464	
ENSAMXP00000000471	ENSG00000105989
ENSAMXP00000000476	ENSG00000089558
ENSAMXP00000000462	ENSG00000104290
ENSAMXP00000000463	ENSG00000040341
ENSAMXP00000000467	ENSG00000143776
ENSAMXP00000000467	ENSG00000198752
ENSAMXP00000000466	ENSG00000121039
ENSAMXP00000000469	
ENSAMXP00000000468	ENSG00000164764
ENSAMXP00000000470	ENSG00000147601
ENSAMXP00000000474	ENSG00000278023
ENSAMXP00000000480	ENSG00000039987
ENSAMXP00000000477	ENSG00000243709
ENSAMXP00000000477	ENSG00000143768
ENSAMXP00000000472	ENSG00000182674
ENSAMXP00000000473	ENSG00000099968
ENSAMXP00000000475	
ENSAMXP00000000484	
ENSAMXP00000000478	ENSG00000161610
ENSAMXP00000000479	
ENSAMXP00000000487	ENSG00000104321
ENSAMXP00000000481	
ENSAMXP00000000485	ENSG00000214102
ENSAMXP00000000483	ENSG00000198356
ENSAMXP00000000493	ENSG00000135541
ENSAMXP00000000496	ENSG00000135541
ENSAMXP00000000502	ENSG00000126561
ENSAMXP00000000502	ENSG00000173757
ENSAMXP00000000486	
ENSAMXP00000000489	ENSG00000131634
ENSAMXP00000000494	ENSG00000256294
ENSAMXP00000000488	ENSG00000138136
ENSAMXP00000000495	ENSG00000257093
ENSAMXP00000000490	
ENSAMXP00000000491	
ENSAMXP00000000498	ENSG00000140416
ENSAMXP00000000497	ENSG00000146409
ENSAMXP00000000499	
ENSAMXP00000000511	ENSG00000079841
ENSAMXP00000000512	ENSG00000104313
ENSAMXP00000000506	ENSG00000006530
ENSAMXP00000000501	ENSG00000103642
ENSAMXP00000000505	ENSG00000130338
ENSAMXP00000000500	ENSG00000095906
ENSAMXP00000000503	
ENSAMXP00000000508	ENSG00000160741
ENSAMXP00000000507	ENSG00000169758
ENSAMXP00000000504	
ENSAMXP00000000509	ENSG00000120279
ENSAMXP00000000525	ENSG00000168610
ENSAMXP00000000510	ENSG00000132740
ENSAMXP00000000517	ENSG00000104228
ENSAMXP00000000513	ENSG00000221947
ENSAMXP00000000515	ENSG00000131018
ENSAMXP00000000518	ENSG00000185760
ENSAMXP00000000529	ENSG00000140374
ENSAMXP00000000527	ENSG00000196335
ENSAMXP00000000514	ENSG00000067167
ENSAMXP00000000514	ENSG00000174599
ENSAMXP00000000516	ENSG00000140396
ENSAMXP00000000519	ENSG00000147596
ENSAMXP00000000523	ENSG00000165917
ENSAMXP00000000520	ENSG00000129460
ENSAMXP00000000524	ENSG00000156508
ENSAMXP00000000521	ENSG00000120262
ENSAMXP00000000522	
ENSAMXP00000000526	ENSG00000123444
ENSAMXP00000000528	ENSG00000100897
ENSAMXP00000000528	ENSG00000259371
ENSAMXP00000000530	
ENSAMXP00000000531	ENSG00000177469
ENSAMXP00000000532	ENSG00000122585
ENSAMXP00000000533	
ENSAMXP00000000534	
ENSAMXP00000000544	ENSG00000134574
ENSAMXP00000000542	ENSG00000155906
ENSAMXP00000000543	ENSG00000155906
ENSAMXP00000000540	ENSG00000159556
ENSAMXP00000000536	ENSG00000033627
ENSAMXP00000000535	
ENSAMXP00000000537	
ENSAMXP00000000538	
ENSAMXP00000000539	
ENSAMXP00000000541	ENSG00000204913
ENSAMXP00000000555	ENSG00000105926
ENSAMXP00000000557	ENSG00000105926
ENSAMXP00000000545	ENSG00000180089
ENSAMXP00000019822	ENSG00000067992
ENSAMXP00000000546	ENSG00000181472
ENSAMXP00000000547	ENSG00000137819
ENSAMXP00000000548	ENSG00000204653
ENSAMXP00000000549	ENSG00000131016
ENSAMXP00000000550	ENSG00000137807
ENSAMXP00000000551	ENSG00000104812
ENSAMXP00000000553	ENSG00000152818
ENSAMXP00000000552	ENSG00000062822
ENSAMXP00000000556	ENSG00000187682
ENSAMXP00000000554	ENSG00000118496
ENSAMXP00000000570	ENSG00000140332
ENSAMXP00000000580	ENSG00000164889
ENSAMXP00000000581	ENSG00000164889
ENSAMXP00000000560	ENSG00000146414
ENSAMXP00000000559	ENSG00000104888
ENSAMXP00000000561	ENSG00000105928
ENSAMXP00000000565	ENSG00000115844
ENSAMXP00000000562	ENSG00000063127
ENSAMXP00000000564	ENSG00000070882
ENSAMXP00000000563	ENSG00000152822
ENSAMXP00000000566	ENSG00000131037
ENSAMXP00000000589	ENSG00000140386
ENSAMXP00000000590	ENSG00000140386
ENSAMXP00000019813	ENSG00000149231
ENSAMXP00000000568	ENSG00000153790
ENSAMXP00000000569	ENSG00000164506
ENSAMXP00000000571	ENSG00000139154
ENSAMXP00000000575	ENSG00000133030
ENSAMXP00000000577	ENSG00000083520
ENSAMXP00000000572	ENSG00000196187
ENSAMXP00000000573	ENSG00000146267
ENSAMXP00000000586	ENSG00000111961
ENSAMXP00000000574	ENSG00000112237
ENSAMXP00000000576	ENSG00000108883
ENSAMXP00000000583	
ENSAMXP00000000578	
ENSAMXP00000000579	ENSG00000182963
ENSAMXP00000000585	ENSG00000136122
ENSAMXP00000000582	
ENSAMXP00000000613	
ENSAMXP00000000584	ENSG00000108298
ENSAMXP00000000587	
ENSAMXP00000000592	ENSG00000276644
ENSAMXP00000000588	ENSG00000054983
ENSAMXP00000000595	ENSG00000013375
ENSAMXP00000000591	ENSG00000111962
ENSAMXP00000000604	ENSG00000067191
ENSAMXP00000000607	ENSG00000140057
ENSAMXP00000000594	ENSG00000137770
ENSAMXP00000000593	ENSG00000134882
ENSAMXP00000000601	ENSG00000203797
ENSAMXP00000000596	
ENSAMXP00000000597	ENSG00000260170
ENSAMXP00000000597	ENSG00000137767
ENSAMXP00000000598	ENSG00000073792
ENSAMXP00000000599	
ENSAMXP00000000600	ENSG00000104043
ENSAMXP00000019804	
ENSAMXP00000000606	ENSG00000111206
ENSAMXP00000000603	ENSG00000156958
ENSAMXP00000000605	ENSG00000187068
ENSAMXP00000000608	ENSG00000141748
ENSAMXP00000000610	
ENSAMXP00000000609	ENSG00000185883
ENSAMXP00000000612	
ENSAMXP00000000619	ENSG00000166200
ENSAMXP00000000611	ENSG00000162032
ENSAMXP00000000614	ENSG00000215193
ENSAMXP00000000615	ENSG00000074071
ENSAMXP00000000633	
ENSAMXP00000000616	
ENSAMXP00000000622	ENSG00000100749
ENSAMXP00000000623	ENSG00000100749
ENSAMXP00000000617	
ENSAMXP00000000618	ENSG00000086300
ENSAMXP00000000621	ENSG00000005020
ENSAMXP00000000620	
ENSAMXP00000000624	ENSG00000078237
ENSAMXP00000000625	ENSG00000105996
ENSAMXP00000019793	ENSG00000070614
ENSAMXP00000000627	ENSG00000111241
ENSAMXP00000000626	ENSG00000257184
ENSAMXP00000000626	ENSG00000078399
ENSAMXP00000000636	ENSG00000138834
ENSAMXP00000000628	ENSG00000253293
ENSAMXP00000000629	ENSG00000118972
ENSAMXP00000000630	ENSG00000005073
ENSAMXP00000000642	ENSG00000103995
ENSAMXP00000000631	ENSG00000111247
ENSAMXP00000000632	ENSG00000106031
ENSAMXP00000000634	ENSG00000106049
ENSAMXP00000000638	ENSG00000130035
