Protein stable ID	Human gene stable ID
ENSONIP00000000130	ENSG00000065833
ENSONIP00000000131	ENSG00000278845
ENSONIP00000000132	ENSG00000113269
ENSONIP00000000133	ENSG00000113269
ENSONIP00000000134	ENSG00000277399
ENSONIP00000000135	ENSG00000127533
ENSONIP00000000136	ENSG00000120318
ENSONIP00000000137	ENSG00000120318
ENSONIP00000000138	ENSG00000112238
ENSONIP00000000139	
ENSONIP00000000140	
ENSONIP00000000141	ENSG00000274211
ENSONIP00000000142	ENSG00000228439
ENSONIP00000000143	ENSG00000123552
ENSONIP00000000144	ENSG00000123552
ENSONIP00000000145	ENSG00000167182
ENSONIP00000000146	
ENSONIP00000000147	
ENSONIP00000000148	ENSG00000132424
ENSONIP00000000149	ENSG00000132424
ENSONIP00000000150	ENSG00000119812
ENSONIP00000000151	
ENSONIP00000000152	ENSG00000261210
ENSONIP00000000153	ENSG00000132423
ENSONIP00000000154	ENSG00000146267
ENSONIP00000000155	ENSG00000146267
ENSONIP00000000156	
ENSONIP00000000157	
ENSONIP00000000158	ENSG00000112234
ENSONIP00000000159	ENSG00000146263
ENSONIP00000000160	ENSG00000173482
ENSONIP00000000161	ENSG00000186231
ENSONIP00000000162	ENSG00000186231
ENSONIP00000000163	
ENSONIP00000000164	
ENSONIP00000000165	
ENSONIP00000000166	
ENSONIP00000000167	ENSG00000077235
ENSONIP00000000168	ENSG00000077235
ENSONIP00000000169	ENSG00000164930
ENSONIP00000000170	ENSG00000105364
ENSONIP00000000171	ENSG00000164932
ENSONIP00000000172	ENSG00000198331
ENSONIP00000000173	ENSG00000198331
ENSONIP00000000174	ENSG00000164933
ENSONIP00000000175	ENSG00000137872
ENSONIP00000000176	ENSG00000112280
ENSONIP00000000177	ENSG00000164934
ENSONIP00000000178	ENSG00000176406
ENSONIP00000000179	ENSG00000176406
ENSONIP00000000180	ENSG00000103126
ENSONIP00000000181	ENSG00000103126
ENSONIP00000000182	ENSG00000104093
ENSONIP00000000183	ENSG00000104093
ENSONIP00000000184	ENSG00000066654
ENSONIP00000000185	ENSG00000196678
ENSONIP00000000186	ENSG00000196678
ENSONIP00000000187	ENSG00000005189
ENSONIP00000000188	ENSG00000005189
ENSONIP00000000189	ENSG00000164935
ENSONIP00000000190	ENSG00000164935
ENSONIP00000000191	ENSG00000147647
ENSONIP00000000192	ENSG00000147647
ENSONIP00000000193	ENSG00000140694
ENSONIP00000000194	ENSG00000140694
ENSONIP00000000195	ENSG00000169946
ENSONIP00000000196	ENSG00000186417
ENSONIP00000000197	ENSG00000186417
ENSONIP00000000198	ENSG00000164830
ENSONIP00000000199	ENSG00000137869
ENSONIP00000000200	ENSG00000112245
ENSONIP00000000201	ENSG00000146166
ENSONIP00000000202	ENSG00000168143
ENSONIP00000000203	ENSG00000036448
ENSONIP00000000204	ENSG00000036448
ENSONIP00000000205	ENSG00000225968
ENSONIP00000000206	ENSG00000225968
ENSONIP00000000207	ENSG00000104549
ENSONIP00000000208	ENSG00000002822
ENSONIP00000000209	ENSG00000137393
ENSONIP00000000210	ENSG00000114473
ENSONIP00000000211	ENSG00000134278
ENSONIP00000000212	ENSG00000183578
ENSONIP00000000213	ENSG00000104112
ENSONIP00000000214	ENSG00000104112
ENSONIP00000000215	
ENSONIP00000000216	
ENSONIP00000000217	ENSG00000171049
ENSONIP00000000217	ENSG00000171051
ENSONIP00000000217	ENSG00000142511
ENSONIP00000000217	ENSG00000187474
ENSONIP00000000218	ENSG00000171049
ENSONIP00000000218	ENSG00000171051
ENSONIP00000000218	ENSG00000142511
ENSONIP00000000218	ENSG00000187474
ENSONIP00000000219	ENSG00000136295
ENSONIP00000000220	ENSG00000136295
ENSONIP00000000221	ENSG00000140280
ENSONIP00000000222	ENSG00000140280
ENSONIP00000000223	ENSG00000166801
ENSONIP00000000223	ENSG00000189057
ENSONIP00000000224	ENSG00000138594
ENSONIP00000000224	ENSG00000128872
ENSONIP00000000225	ENSG00000106012
ENSONIP00000000226	ENSG00000106012
ENSONIP00000000227	ENSG00000166477
ENSONIP00000000228	ENSG00000166477
ENSONIP00000000229	ENSG00000166477
ENSONIP00000000230	
ENSONIP00000000231	
ENSONIP00000000232	ENSG00000166851
ENSONIP00000000233	ENSG00000069956
ENSONIP00000000234	ENSG00000069956
ENSONIP00000000235	ENSG00000083093
ENSONIP00000000236	ENSG00000089225
ENSONIP00000000237	ENSG00000170236
ENSONIP00000000238	ENSG00000080511
ENSONIP00000000239	ENSG00000138592
ENSONIP00000000240	ENSG00000138592
ENSONIP00000000241	ENSG00000156515
ENSONIP00000000242	ENSG00000135111
ENSONIP00000000243	ENSG00000080573
ENSONIP00000000244	ENSG00000080573
ENSONIP00000000245	ENSG00000123066
ENSONIP00000000246	ENSG00000123066
ENSONIP00000000247	ENSG00000140287
ENSONIP00000000248	ENSG00000119574
ENSONIP00000000249	ENSG00000140284
ENSONIP00000000250	ENSG00000242114
ENSONIP00000000251	ENSG00000198719
ENSONIP00000000252	
ENSONIP00000000253	ENSG00000114988
ENSONIP00000000254	ENSG00000114988
ENSONIP00000000255	
ENSONIP00000000256	ENSG00000171766
ENSONIP00000000257	ENSG00000269891
ENSONIP00000000257	ENSG00000213390
ENSONIP00000000258	ENSG00000073417
ENSONIP00000000259	ENSG00000166272
ENSONIP00000000260	ENSG00000166272
ENSONIP00000000261	ENSG00000187122
ENSONIP00000000262	
ENSONIP00000000263	ENSG00000105088
ENSONIP00000000264	ENSG00000125618
ENSONIP00000000265	
ENSONIP00000000266	ENSG00000186628
ENSONIP00000000267	ENSG00000156011
ENSONIP00000000268	ENSG00000156232
ENSONIP00000000269	ENSG00000166482
ENSONIP00000000270	
ENSONIP00000000271	ENSG00000186193
ENSONIP00000000272	ENSG00000186193
ENSONIP00000000273	ENSG00000125733
ENSONIP00000000274	ENSG00000103942
ENSONIP00000000275	
ENSONIP00000000276	
ENSONIP00000000277	ENSG00000244187
ENSONIP00000000278	
ENSONIP00000000279	ENSG00000165724
ENSONIP00000000280	ENSG00000125731
ENSONIP00000000281	ENSG00000125731
ENSONIP00000000282	ENSG00000064726
ENSONIP00000000283	ENSG00000119411
ENSONIP00000000284	ENSG00000151012
ENSONIP00000000285	ENSG00000151012
ENSONIP00000000286	ENSG00000153292
ENSONIP00000000286	ENSG00000164393
ENSONIP00000000286	ENSG00000153294
ENSONIP00000000286	ENSG00000069122
ENSONIP00000000287	ENSG00000153292
ENSONIP00000000287	ENSG00000164393
ENSONIP00000000287	ENSG00000153294
ENSONIP00000000287	ENSG00000069122
ENSONIP00000000288	ENSG00000153292
ENSONIP00000000288	ENSG00000164393
ENSONIP00000000288	ENSG00000153294
ENSONIP00000000288	ENSG00000069122
ENSONIP00000000289	ENSG00000136404
ENSONIP00000000290	ENSG00000141968
ENSONIP00000000291	ENSG00000141968
ENSONIP00000000292	ENSG00000259066
ENSONIP00000000292	ENSG00000012963
ENSONIP00000000293	ENSG00000212643
ENSONIP00000000293	ENSG00000169249
ENSONIP00000000294	ENSG00000182287
ENSONIP00000000295	
ENSONIP00000000296	ENSG00000100628
ENSONIP00000000297	
ENSONIP00000000298	ENSG00000106560
ENSONIP00000000298	ENSG00000171115
ENSONIP00000000298	ENSG00000213203
ENSONIP00000000298	ENSG00000281887
ENSONIP00000000298	ENSG00000133561
ENSONIP00000000298	ENSG00000179144
ENSONIP00000000298	ENSG00000133574
ENSONIP00000000298	ENSG00000196329
ENSONIP00000000299	ENSG00000173193
ENSONIP00000000299	ENSG00000173200
ENSONIP00000000300	
ENSONIP00000000301	
ENSONIP00000000302	
ENSONIP00000000303	
ENSONIP00000000304	ENSG00000119698
ENSONIP00000000305	
ENSONIP00000000306	
ENSONIP00000000307	ENSG00000106560
ENSONIP00000000307	ENSG00000171115
ENSONIP00000000307	ENSG00000213203
ENSONIP00000000307	ENSG00000281887
ENSONIP00000000307	ENSG00000133561
ENSONIP00000000307	ENSG00000179144
ENSONIP00000000307	ENSG00000133574
ENSONIP00000000307	ENSG00000196329
ENSONIP00000000308	ENSG00000173193
ENSONIP00000000308	ENSG00000173200
ENSONIP00000000309	ENSG00000140093
ENSONIP00000000310	ENSG00000106560
ENSONIP00000000310	ENSG00000171115
ENSONIP00000000310	ENSG00000213203
ENSONIP00000000310	ENSG00000281887
ENSONIP00000000310	ENSG00000133561
ENSONIP00000000310	ENSG00000179144
ENSONIP00000000310	ENSG00000133574
ENSONIP00000000310	ENSG00000196329
ENSONIP00000000311	ENSG00000106560
ENSONIP00000000311	ENSG00000171115
ENSONIP00000000311	ENSG00000213203
ENSONIP00000000311	ENSG00000281887
ENSONIP00000000311	ENSG00000133561
ENSONIP00000000311	ENSG00000179144
ENSONIP00000000311	ENSG00000133574
ENSONIP00000000311	ENSG00000196329
ENSONIP00000000312	ENSG00000106560
ENSONIP00000000312	ENSG00000171115
ENSONIP00000000312	ENSG00000213203
ENSONIP00000000312	ENSG00000281887
ENSONIP00000000312	ENSG00000133561
ENSONIP00000000312	ENSG00000179144
ENSONIP00000000312	ENSG00000133574
ENSONIP00000000312	ENSG00000196329
ENSONIP00000000313	ENSG00000205413
ENSONIP00000000313	ENSG00000177409
ENSONIP00000000314	ENSG00000126215
ENSONIP00000000315	ENSG00000185024
ENSONIP00000000316	
ENSONIP00000000317	ENSG00000128739
ENSONIP00000000317	ENSG00000125835
ENSONIP00000000318	
ENSONIP00000000319	
ENSONIP00000000320	
ENSONIP00000000321	ENSG00000198258
ENSONIP00000000322	
ENSONIP00000000323	ENSG00000127445
ENSONIP00000000324	ENSG00000175063
ENSONIP00000000325	
ENSONIP00000000326	ENSG00000184887
ENSONIP00000000327	ENSG00000171160
ENSONIP00000000328	ENSG00000180644
ENSONIP00000000329	ENSG00000180644
ENSONIP00000000330	ENSG00000180644
ENSONIP00000000331	ENSG00000168255
ENSONIP00000000331	ENSG00000270249
ENSONIP00000000331	ENSG00000005075
ENSONIP00000000331	ENSG00000267645
ENSONIP00000000331	ENSG00000228049
ENSONIP00000000332	ENSG00000138074
ENSONIP00000000333	ENSG00000100982
ENSONIP00000000334	ENSG00000241935
ENSONIP00000000335	
ENSONIP00000000336	ENSG00000119946
ENSONIP00000000337	ENSG00000119946
ENSONIP00000000338	ENSG00000180644
ENSONIP00000000339	ENSG00000146223
ENSONIP00000000340	ENSG00000240682
ENSONIP00000000340	ENSG00000261796
ENSONIP00000000341	ENSG00000240682
ENSONIP00000000341	ENSG00000261796
ENSONIP00000000342	ENSG00000120053
ENSONIP00000000343	ENSG00000187969
ENSONIP00000000343	ENSG00000169714
ENSONIP00000000344	
ENSONIP00000000345	
ENSONIP00000000346	
ENSONIP00000000347	ENSG00000143786
ENSONIP00000000348	ENSG00000131051
ENSONIP00000000349	
ENSONIP00000000350	ENSG00000106608
ENSONIP00000000351	ENSG00000116698
ENSONIP00000000352	ENSG00000154743
ENSONIP00000000353	ENSG00000119919
ENSONIP00000000354	ENSG00000225526
ENSONIP00000000355	ENSG00000075975
ENSONIP00000000356	ENSG00000168661
ENSONIP00000000356	ENSG00000196670
ENSONIP00000000356	ENSG00000182903
ENSONIP00000000356	ENSG00000196350
ENSONIP00000000356	ENSG00000196967
ENSONIP00000000356	ENSG00000267041
ENSONIP00000000356	ENSG00000204611
ENSONIP00000000356	ENSG00000197497
ENSONIP00000000356	ENSG00000213973
ENSONIP00000000356	ENSG00000197937
ENSONIP00000000356	ENSG00000213799
ENSONIP00000000356	ENSG00000196247
ENSONIP00000000356	ENSG00000170949
ENSONIP00000000356	ENSG00000196437
ENSONIP00000000356	ENSG00000090612
ENSONIP00000000356	ENSG00000186448
ENSONIP00000000356	ENSG00000160321
ENSONIP00000000356	ENSG00000196267
ENSONIP00000000356	ENSG00000167232
ENSONIP00000000356	ENSG00000274349
ENSONIP00000000356	ENSG00000197566
ENSONIP00000000356	ENSG00000096654
ENSONIP00000000356	ENSG00000197050
ENSONIP00000000356	ENSG00000187187
ENSONIP00000000356	ENSG00000197608
ENSONIP00000000357	ENSG00000157064
ENSONIP00000000358	ENSG00000092203
ENSONIP00000000359	ENSG00000155287
ENSONIP00000000360	ENSG00000198018
ENSONIP00000000361	ENSG00000140199
ENSONIP00000000362	ENSG00000140199
ENSONIP00000000363	ENSG00000058085
ENSONIP00000000364	ENSG00000168309
ENSONIP00000000365	ENSG00000133056
ENSONIP00000000366	ENSG00000182117
ENSONIP00000000367	ENSG00000176454
ENSONIP00000000368	ENSG00000135829
ENSONIP00000000369	
ENSONIP00000000370	ENSG00000171130
ENSONIP00000000371	ENSG00000128463
ENSONIP00000000372	
ENSONIP00000000373	
ENSONIP00000000374	ENSG00000159423
ENSONIP00000000375	
ENSONIP00000000376	
ENSONIP00000000377	
ENSONIP00000000378	
ENSONIP00000000379	
ENSONIP00000000380	
ENSONIP00000000381	ENSG00000164068
ENSONIP00000000382	ENSG00000164068
ENSONIP00000000383	ENSG00000135862
ENSONIP00000000384	ENSG00000135862
ENSONIP00000000385	ENSG00000125730
ENSONIP00000000386	
ENSONIP00000000387	
ENSONIP00000000388	ENSG00000196277
ENSONIP00000000389	ENSG00000100441
ENSONIP00000000389	ENSG00000205978
ENSONIP00000000390	ENSG00000075391
ENSONIP00000000391	ENSG00000075391
ENSONIP00000000392	ENSG00000129465
ENSONIP00000000393	ENSG00000129465
ENSONIP00000000394	
ENSONIP00000000395	
ENSONIP00000000396	ENSG00000106560
ENSONIP00000000396	ENSG00000171115
ENSONIP00000000396	ENSG00000213203
ENSONIP00000000396	ENSG00000281887
ENSONIP00000000396	ENSG00000133561
ENSONIP00000000396	ENSG00000179144
ENSONIP00000000396	ENSG00000133574
ENSONIP00000000396	ENSG00000196329
ENSONIP00000000397	ENSG00000106560
ENSONIP00000000397	ENSG00000171115
ENSONIP00000000397	ENSG00000213203
ENSONIP00000000397	ENSG00000281887
ENSONIP00000000397	ENSG00000133561
ENSONIP00000000397	ENSG00000179144
ENSONIP00000000397	ENSG00000133574
ENSONIP00000000397	ENSG00000196329
ENSONIP00000000398	ENSG00000075711
ENSONIP00000000399	ENSG00000221944
ENSONIP00000000400	
ENSONIP00000000401	
ENSONIP00000000402	
ENSONIP00000000403	
ENSONIP00000000404	
ENSONIP00000000405	
ENSONIP00000000406	
ENSONIP00000000407	
ENSONIP00000000408	
ENSONIP00000000409	
ENSONIP00000000410	
ENSONIP00000000411	
ENSONIP00000000412	
ENSONIP00000000413	
ENSONIP00000000414	
ENSONIP00000000415	
ENSONIP00000000416	
ENSONIP00000000417	
ENSONIP00000000418	
ENSONIP00000000419	ENSG00000170734
ENSONIP00000000420	
ENSONIP00000000421	
ENSONIP00000000422	
ENSONIP00000000423	ENSG00000172432
ENSONIP00000000424	
ENSONIP00000000425	
ENSONIP00000000426	
ENSONIP00000000427	
ENSONIP00000000428	
ENSONIP00000000429	
ENSONIP00000000430	
ENSONIP00000000431	ENSG00000129965
ENSONIP00000000431	ENSG00000254647
ENSONIP00000000432	ENSG00000104957
ENSONIP00000000433	ENSG00000104957
ENSONIP00000000434	ENSG00000172548
ENSONIP00000000435	
ENSONIP00000000436	ENSG00000125851
ENSONIP00000000437	ENSG00000155511
ENSONIP00000000438	ENSG00000155511
ENSONIP00000000439	ENSG00000123154
ENSONIP00000000440	ENSG00000105583
ENSONIP00000000441	ENSG00000141837
ENSONIP00000000442	ENSG00000141837
ENSONIP00000000443	ENSG00000125864
ENSONIP00000000444	ENSG00000125864
ENSONIP00000000445	ENSG00000101292
ENSONIP00000000445	ENSG00000169618
ENSONIP00000000446	ENSG00000115956
ENSONIP00000000447	ENSG00000150275
ENSONIP00000000448	ENSG00000150275
ENSONIP00000000449	
ENSONIP00000000450	ENSG00000158517
ENSONIP00000000451	ENSG00000073849
ENSONIP00000000452	ENSG00000104055
ENSONIP00000000452	ENSG00000166947
ENSONIP00000000452	ENSG00000166948
ENSONIP00000000452	ENSG00000125780
ENSONIP00000000452	ENSG00000159495
ENSONIP00000000453	ENSG00000025772
ENSONIP00000000454	
ENSONIP00000000455	
ENSONIP00000000456	ENSG00000166913
ENSONIP00000000457	ENSG00000203883
ENSONIP00000000458	ENSG00000171703
ENSONIP00000000459	ENSG00000101098
ENSONIP00000000460	ENSG00000101098
ENSONIP00000000461	
ENSONIP00000000462	
ENSONIP00000000463	ENSG00000107984
ENSONIP00000000464	ENSG00000185532
ENSONIP00000000465	ENSG00000185532
ENSONIP00000000466	ENSG00000170860
ENSONIP00000000467	ENSG00000131389
ENSONIP00000000468	ENSG00000171700
ENSONIP00000000469	
ENSONIP00000000470	ENSG00000166535
ENSONIP00000000471	ENSG00000211772
ENSONIP00000000471	ENSG00000211751
ENSONIP00000000471	ENSG00000211767
ENSONIP00000000472	ENSG00000100767
ENSONIP00000000473	ENSG00000100767
ENSONIP00000000474	ENSG00000100767
ENSONIP00000000475	ENSG00000198964
ENSONIP00000000476	ENSG00000080815
ENSONIP00000000477	ENSG00000107789
ENSONIP00000000478	ENSG00000107789
ENSONIP00000000479	ENSG00000107789
ENSONIP00000000480	
ENSONIP00000000481	ENSG00000198682
ENSONIP00000000482	ENSG00000100632
ENSONIP00000000483	
ENSONIP00000000484	ENSG00000196090
ENSONIP00000000485	ENSG00000196090
ENSONIP00000000486	ENSG00000081177
ENSONIP00000000487	ENSG00000171862
ENSONIP00000000488	ENSG00000171862
ENSONIP00000000489	ENSG00000133961
ENSONIP00000000490	ENSG00000026103
ENSONIP00000000491	ENSG00000026103
ENSONIP00000000492	ENSG00000100626
ENSONIP00000000493	ENSG00000100626
ENSONIP00000000494	ENSG00000065621
ENSONIP00000000494	ENSG00000148834
ENSONIP00000000495	ENSG00000065621
ENSONIP00000000495	ENSG00000148834
ENSONIP00000000496	ENSG00000101282
ENSONIP00000000497	ENSG00000124177
ENSONIP00000000498	ENSG00000104915
ENSONIP00000000499	ENSG00000197748
ENSONIP00000000500	ENSG00000197748
ENSONIP00000000501	ENSG00000156384
ENSONIP00000000502	ENSG00000065618
ENSONIP00000000503	ENSG00000166887
ENSONIP00000000504	ENSG00000160877
ENSONIP00000000505	ENSG00000104907
ENSONIP00000000506	ENSG00000104907
ENSONIP00000000507	ENSG00000042062
ENSONIP00000000508	ENSG00000065613
ENSONIP00000000509	ENSG00000065613
ENSONIP00000000510	ENSG00000214013
ENSONIP00000000511	ENSG00000214013
ENSONIP00000000512	ENSG00000214013
ENSONIP00000000513	ENSG00000073111
ENSONIP00000000514	ENSG00000269590
ENSONIP00000000514	ENSG00000269242
ENSONIP00000000514	ENSG00000104774
ENSONIP00000000515	ENSG00000269590
ENSONIP00000000515	ENSG00000269242
ENSONIP00000000515	ENSG00000104774
ENSONIP00000000516	ENSG00000179913
ENSONIP00000000517	ENSG00000107957
ENSONIP00000000518	ENSG00000071282
ENSONIP00000000519	ENSG00000071282
ENSONIP00000000520	ENSG00000107954
ENSONIP00000000521	ENSG00000107954
ENSONIP00000000522	ENSG00000156395
ENSONIP00000000523	ENSG00000163686
ENSONIP00000000524	ENSG00000211675
ENSONIP00000000524	ENSG00000128322
ENSONIP00000000524	ENSG00000211677
ENSONIP00000000524	ENSG00000211685
ENSONIP00000000524	ENSG00000254709
ENSONIP00000000524	ENSG00000211679
ENSONIP00000000525	ENSG00000168297
ENSONIP00000000526	ENSG00000168661
ENSONIP00000000526	ENSG00000196670
ENSONIP00000000526	ENSG00000182903
ENSONIP00000000526	ENSG00000196350
ENSONIP00000000526	ENSG00000196967
ENSONIP00000000526	ENSG00000267041
ENSONIP00000000526	ENSG00000204611
ENSONIP00000000526	ENSG00000197497
ENSONIP00000000526	ENSG00000213973
ENSONIP00000000526	ENSG00000197937
ENSONIP00000000526	ENSG00000213799
ENSONIP00000000526	ENSG00000196247
ENSONIP00000000526	ENSG00000170949
ENSONIP00000000526	ENSG00000196437
ENSONIP00000000526	ENSG00000090612
ENSONIP00000000526	ENSG00000186448
ENSONIP00000000526	ENSG00000160321
ENSONIP00000000526	ENSG00000196267
ENSONIP00000000526	ENSG00000167232
ENSONIP00000000526	ENSG00000274349
ENSONIP00000000526	ENSG00000197566
ENSONIP00000000526	ENSG00000096654
ENSONIP00000000526	ENSG00000197050
ENSONIP00000000526	ENSG00000187187
ENSONIP00000000526	ENSG00000197608
ENSONIP00000000527	
ENSONIP00000000528	
ENSONIP00000000529	ENSG00000168291
ENSONIP00000000530	ENSG00000149476
ENSONIP00000000531	ENSG00000103994
ENSONIP00000000532	ENSG00000103994
ENSONIP00000000533	
ENSONIP00000000534	ENSG00000065600
ENSONIP00000000535	ENSG00000065600
ENSONIP00000000536	
ENSONIP00000000537	
ENSONIP00000000538	ENSG00000168301
ENSONIP00000000539	ENSG00000117691
ENSONIP00000000540	ENSG00000144036
ENSONIP00000000541	ENSG00000177352
ENSONIP00000000542	ENSG00000010327
ENSONIP00000000543	ENSG00000092820
ENSONIP00000000544	
ENSONIP00000000545	ENSG00000171303
ENSONIP00000000546	ENSG00000117791
ENSONIP00000000546	ENSG00000186205
ENSONIP00000000547	
ENSONIP00000000548	ENSG00000119950
ENSONIP00000000549	ENSG00000143512
ENSONIP00000000550	ENSG00000119953
ENSONIP00000000551	ENSG00000112306
ENSONIP00000000552	ENSG00000112319
ENSONIP00000000553	ENSG00000122741
ENSONIP00000000554	ENSG00000122741
ENSONIP00000000555	ENSG00000176171
ENSONIP00000000556	ENSG00000090512
ENSONIP00000000557	ENSG00000106560
ENSONIP00000000557	ENSG00000171115
ENSONIP00000000557	ENSG00000213203
ENSONIP00000000557	ENSG00000281887
ENSONIP00000000557	ENSG00000133561
ENSONIP00000000557	ENSG00000179144
ENSONIP00000000557	ENSG00000133574
ENSONIP00000000557	ENSG00000196329
ENSONIP00000000558	ENSG00000104228
ENSONIP00000000559	ENSG00000104228
ENSONIP00000000560	ENSG00000104228
ENSONIP00000000561	ENSG00000088882
ENSONIP00000000562	ENSG00000088882
ENSONIP00000000563	ENSG00000175470
ENSONIP00000000564	
ENSONIP00000000565	
ENSONIP00000000566	ENSG00000118526
ENSONIP00000000567	ENSG00000028839
ENSONIP00000000568	
ENSONIP00000000569	
ENSONIP00000000570	ENSG00000146411
ENSONIP00000000571	ENSG00000146411
ENSONIP00000000572	ENSG00000108001
ENSONIP00000000573	ENSG00000118515
ENSONIP00000000574	ENSG00000118515
ENSONIP00000000575	ENSG00000003137
ENSONIP00000000576	
ENSONIP00000000577	ENSG00000104228
ENSONIP00000000578	ENSG00000109323
ENSONIP00000000579	ENSG00000109323
ENSONIP00000000580	ENSG00000010322
ENSONIP00000000581	ENSG00000010322
ENSONIP00000000582	ENSG00000010322
