Protein stable ID	Human gene stable ID
ENSTNIP00000001015	ENSG00000268940
ENSTNIP00000001015	ENSG00000181433
ENSTNIP00000001015	ENSG00000165359
ENSTNIP00000001015	ENSG00000269096
ENSTNIP00000001015	ENSG00000278289
ENSTNIP00000001015	ENSG00000273696
ENSTNIP00000001015	ENSG00000278085
ENSTNIP00000001015	ENSG00000270946
ENSTNIP00000008633	ENSG00000101928
ENSTNIP00000008632	ENSG00000156504
ENSTNIP00000008631	ENSG00000165704
ENSTNIP00000008635	ENSG00000156531
ENSTNIP00000007331	ENSG00000147257
ENSTNIP00000009080	ENSG00000132915
ENSTNIP00000009079	ENSG00000155850
ENSTNIP00000009078	ENSG00000164270
ENSTNIP00000009077	ENSG00000169223
ENSTNIP00000009076	ENSG00000086570
ENSTNIP00000015930	
ENSTNIP00000003539	
ENSTNIP00000015931	ENSG00000123643
ENSTNIP00000015931	ENSG00000186334
ENSTNIP00000015931	ENSG00000186335
ENSTNIP00000015932	ENSG00000113140
ENSTNIP00000015933	ENSG00000145907
ENSTNIP00000015934	ENSG00000145888
ENSTNIP00000015935	ENSG00000145832
ENSTNIP00000009396	ENSG00000141756
ENSTNIP00000001577	ENSG00000141756
ENSTNIP00000015936	ENSG00000145920
ENSTNIP00000015937	ENSG00000051596
	
ENSTNIP00000015938	ENSG00000187164
ENSTNIP00000000109	ENSG00000070061
ENSTNIP00000015941	ENSG00000070061
ENSTNIP00000009397	ENSG00000131473
ENSTNIP00000009398	ENSG00000168259
ENSTNIP00000002384	ENSG00000187595
ENSTNIP00000007999	ENSG00000187595
ENSTNIP00000008000	ENSG00000187595
ENSTNIP00000006397	ENSG00000108774
ENSTNIP00000015939	ENSG00000196743
ENSTNIP00000006396	
ENSTNIP00000007655	ENSG00000119927
ENSTNIP00000001012	ENSG00000070061
ENSTNIP00000015942	ENSG00000161021
ENSTNIP00000015943	ENSG00000213316
ENSTNIP00000002073	ENSG00000198624
ENSTNIP00000015944	
ENSTNIP00000022965	
ENSTNIP00000003248	ENSG00000027847
ENSTNIP00000015945	ENSG00000027847
ENSTNIP00000002725	ENSG00000027847
ENSTNIP00000006522	ENSG00000141750
ENSTNIP00000006964	ENSG00000125686
ENSTNIP00000015946	ENSG00000184840
ENSTNIP00000002628	ENSG00000171532
ENSTNIP00000006793	ENSG00000059573
ENSTNIP00000015947	ENSG00000113555
ENSTNIP00000015948	ENSG00000156453
ENSTNIP00000002063	ENSG00000118231
ENSTNIP00000002063	ENSG00000163254
ENSTNIP00000002063	ENSG00000182187
ENSTNIP00000002063	ENSG00000168582
ENSTNIP00000008073	ENSG00000118231
ENSTNIP00000008073	ENSG00000163254
ENSTNIP00000008073	ENSG00000182187
ENSTNIP00000008073	ENSG00000168582
ENSTNIP00000013209	ENSG00000148737
ENSTNIP00000013210	ENSG00000151532
ENSTNIP00000007594	ENSG00000110060
ENSTNIP00000013212	ENSG00000172992
ENSTNIP00000013213	ENSG00000131094
ENSTNIP00000013214	ENSG00000131094
ENSTNIP00000013215	ENSG00000035403
ENSTNIP00000002819	ENSG00000035403
ENSTNIP00000013216	ENSG00000156110
ENSTNIP00000007592	ENSG00000068120
ENSTNIP00000007593	
ENSTNIP00000013211	ENSG00000110060
ENSTNIP00000004102	ENSG00000172992
ENSTNIP00000007595	ENSG00000172992
ENSTNIP00000006151	
ENSTNIP00000006152	ENSG00000156650
ENSTNIP00000016151	ENSG00000156650
ENSTNIP00000003407	
ENSTNIP00000016149	
ENSTNIP00000016148	
ENSTNIP00000016147	ENSG00000156671
ENSTNIP00000016146	ENSG00000165637
ENSTNIP00000016145	ENSG00000165644
ENSTNIP00000016144	
ENSTNIP00000016143	ENSG00000156113
ENSTNIP00000016142	
ENSTNIP00000016141	
ENSTNIP00000016137	ENSG00000122359
ENSTNIP00000016140	ENSG00000122359
ENSTNIP00000002649	ENSG00000165424
ENSTNIP00000016138	ENSG00000122359
ENSTNIP00000016136	ENSG00000165424
ENSTNIP00000016139	ENSG00000165424
ENSTNIP00000016135	ENSG00000108179
ENSTNIP00000016134	ENSG00000108175
ENSTNIP00000016133	ENSG00000148606
ENSTNIP00000016132	ENSG00000186867
ENSTNIP00000000275	
ENSTNIP00000016131	
ENSTNIP00000000545	
ENSTNIP00000016130	ENSG00000138316
ENSTNIP00000016129	ENSG00000107719
ENSTNIP00000008278	ENSG00000156574
ENSTNIP00000000076	ENSG00000172731
ENSTNIP00000008279	ENSG00000180817
ENSTNIP00000008280	ENSG00000107742
ENSTNIP00000009183	ENSG00000107742
ENSTNIP00000022597	ENSG00000138303
ENSTNIP00000022598	ENSG00000166295
ENSTNIP00000003611	ENSG00000168209
ENSTNIP00000022599	ENSG00000148719
ENSTNIP00000022600	ENSG00000145284
ENSTNIP00000022601	ENSG00000075826
ENSTNIP00000022602	ENSG00000255339
ENSTNIP00000022602	ENSG00000166136
ENSTNIP00000022603	
ENSTNIP00000022604	ENSG00000107872
ENSTNIP00000022605	ENSG00000075891
ENSTNIP00000000652	ENSG00000075891
ENSTNIP00000022606	ENSG00000148604
ENSTNIP00000022607	ENSG00000148602
ENSTNIP00000022608	ENSG00000204033
ENSTNIP00000022609	ENSG00000148600
ENSTNIP00000022610	ENSG00000148600
ENSTNIP00000022611	ENSG00000165678
ENSTNIP00000002213	ENSG00000165678
ENSTNIP00000022612	ENSG00000187714
ENSTNIP00000022613	ENSG00000070748
ENSTNIP00000022614	ENSG00000227345
ENSTNIP00000022615	
ENSTNIP00000022616	ENSG00000154473
ENSTNIP00000022617	ENSG00000121898
ENSTNIP00000022618	ENSG00000182022
ENSTNIP00000022619	ENSG00000065154
ENSTNIP00000022620	ENSG00000107902
ENSTNIP00000022621	ENSG00000189319
ENSTNIP00000008059	ENSG00000261915
ENSTNIP00000008059	ENSG00000215041
ENSTNIP00000022622	
ENSTNIP00000022623	ENSG00000186603
ENSTNIP00000022624	ENSG00000019995
ENSTNIP00000022625	ENSG00000175029
ENSTNIP00000008058	ENSG00000197241
ENSTNIP00000008058	ENSG00000142583
ENSTNIP00000013272	ENSG00000154485
ENSTNIP00000013273	ENSG00000107949
ENSTNIP00000013274	ENSG00000089876
ENSTNIP00000001678	ENSG00000148848
ENSTNIP00000003878	ENSG00000148848
ENSTNIP00000013276	ENSG00000148848
ENSTNIP00000013275	ENSG00000148848
ENSTNIP00000008057	ENSG00000131686
ENSTNIP00000008056	ENSG00000074800
ENSTNIP00000013277	ENSG00000150760
ENSTNIP00000001024	ENSG00000150760
ENSTNIP00000013278	ENSG00000150760
ENSTNIP00000013279	
ENSTNIP00000013280	ENSG00000180745
ENSTNIP00000002429	ENSG00000132334
ENSTNIP00000003873	ENSG00000132334
ENSTNIP00000013281	ENSG00000132334
ENSTNIP00000008055	ENSG00000129214
ENSTNIP00000002160	ENSG00000174282
ENSTNIP00000013034	
ENSTNIP00000013282	ENSG00000152779
ENSTNIP00000013283	ENSG00000138182
ENSTNIP00000013284	ENSG00000256349
ENSTNIP00000013284	ENSG00000174483
ENSTNIP00000013285	ENSG00000145826
ENSTNIP00000013035	ENSG00000141510
ENSTNIP00000013036	ENSG00000181856
ENSTNIP00000013037	ENSG00000006047
ENSTNIP00000013038	ENSG00000132507
ENSTNIP00000013039	ENSG00000132522
ENSTNIP00000013040	ENSG00000262526
ENSTNIP00000013040	ENSG00000175826
ENSTNIP00000013041	ENSG00000040633
ENSTNIP00000013042	ENSG00000187838
ENSTNIP00000013043	ENSG00000174292
ENSTNIP00000013044	ENSG00000155275
ENSTNIP00000013045	ENSG00000155269
ENSTNIP00000013046	ENSG00000109625
ENSTNIP00000013047	
ENSTNIP00000013048	
ENSTNIP00000013049	ENSG00000184160
ENSTNIP00000013050	ENSG00000174327
ENSTNIP00000013051	ENSG00000072818
ENSTNIP00000002932	ENSG00000072818
ENSTNIP00000013052	ENSG00000106351
ENSTNIP00000004989	ENSG00000169047
ENSTNIP00000001262	ENSG00000169047
ENSTNIP00000013053	
ENSTNIP00000013054	ENSG00000004975
ENSTNIP00000013055	ENSG00000072778
ENSTNIP00000001812	
ENSTNIP00000013056	
ENSTNIP00000013057	
ENSTNIP00000001193	
ENSTNIP00000013058	ENSG00000142233
ENSTNIP00000017996	ENSG00000166997
ENSTNIP00000009647	ENSG00000166997
ENSTNIP00000009646	
ENSTNIP00000009645	
ENSTNIP00000009644	ENSG00000106333
ENSTNIP00000010003	ENSG00000281106
ENSTNIP00000010002	ENSG00000106333
ENSTNIP00000010001	ENSG00000179094
ENSTNIP00000010000	ENSG00000179094
ENSTNIP00000009999	ENSG00000181826
ENSTNIP00000009998	ENSG00000174145
ENSTNIP00000002899	ENSG00000174145
ENSTNIP00000003021	ENSG00000047365
ENSTNIP00000008979	ENSG00000047365
ENSTNIP00000001139	ENSG00000169851
ENSTNIP00000009726	ENSG00000169851
ENSTNIP00000015970	ENSG00000109689
ENSTNIP00000003880	ENSG00000109689
ENSTNIP00000015971	ENSG00000109680
ENSTNIP00000015972	ENSG00000163394
ENSTNIP00000015973	ENSG00000168214
ENSTNIP00000015974	ENSG00000013288
ENSTNIP00000001181	ENSG00000013288
ENSTNIP00000004454	
ENSTNIP00000015976	
ENSTNIP00000015977	ENSG00000170004
ENSTNIP00000015978	ENSG00000183011
ENSTNIP00000015979	
ENSTNIP00000015980	ENSG00000106404
ENSTNIP00000015981	ENSG00000214253
ENSTNIP00000015982	ENSG00000158825
ENSTNIP00000015983	ENSG00000142484
ENSTNIP00000015984	ENSG00000165819
ENSTNIP00000015985	ENSG00000136319
ENSTNIP00000015986	ENSG00000100814
ENSTNIP00000015987	ENSG00000165821
ENSTNIP00000015988	ENSG00000155465
ENSTNIP00000015989	ENSG00000155463
ENSTNIP00000015990	
ENSTNIP00000015991	
ENSTNIP00000015992	ENSG00000173457
ENSTNIP00000015993	ENSG00000174744
ENSTNIP00000015994	ENSG00000185475
ENSTNIP00000015996	ENSG00000110025
ENSTNIP00000015997	ENSG00000168003
ENSTNIP00000015999	ENSG00000173599
ENSTNIP00000016000	ENSG00000151247
ENSTNIP00000016001	ENSG00000197894
ENSTNIP00000016003	
ENSTNIP00000016004	ENSG00000170522
ENSTNIP00000016005	ENSG00000138798
ENSTNIP00000001978	ENSG00000183423
ENSTNIP00000016006	ENSG00000150625
ENSTNIP00000016007	ENSG00000164122
ENSTNIP00000002357	
ENSTNIP00000016008	ENSG00000256043
ENSTNIP00000016009	ENSG00000151790
ENSTNIP00000016010	ENSG00000218336
ENSTNIP00000016011	ENSG00000038002
ENSTNIP00000016012	ENSG00000154328
ENSTNIP00000016012	ENSG00000109674
ENSTNIP00000016013	ENSG00000145431
ENSTNIP00000016014	ENSG00000109738
ENSTNIP00000016015	
ENSTNIP00000016016	ENSG00000164125
ENSTNIP00000016017	ENSG00000171509
ENSTNIP00000016018	ENSG00000171503
ENSTNIP00000002854	ENSG00000171503
ENSTNIP00000016019	ENSG00000171497
ENSTNIP00000016020	ENSG00000109756
ENSTNIP00000016021	
ENSTNIP00000016022	ENSG00000151552
ENSTNIP00000016023	ENSG00000169744
ENSTNIP00000016024	ENSG00000169762
ENSTNIP00000000872	ENSG00000007062
ENSTNIP00000016025	ENSG00000007062
ENSTNIP00000016026	ENSG00000164111
ENSTNIP00000016027	ENSG00000145386
ENSTNIP00000016028	ENSG00000138686
ENSTNIP00000016029	ENSG00000109133
ENSTNIP00000016030	ENSG00000109132
ENSTNIP00000016032	ENSG00000064042
ENSTNIP00000016031	ENSG00000064042
ENSTNIP00000007204	ENSG00000136286
ENSTNIP00000004749	
ENSTNIP00000016034	ENSG00000101160
ENSTNIP00000016035	
ENSTNIP00000016036	ENSG00000115289
ENSTNIP00000016037	
ENSTNIP00000016038	
ENSTNIP00000016039	
ENSTNIP00000003659	ENSG00000158161
ENSTNIP00000006409	ENSG00000158156
ENSTNIP00000016040	ENSG00000164113
ENSTNIP00000001539	ENSG00000158161
ENSTNIP00000003860	
ENSTNIP00000016041	
ENSTNIP00000016042	ENSG00000181004
ENSTNIP00000016043	ENSG00000138685
ENSTNIP00000016044	ENSG00000170917
ENSTNIP00000016045	ENSG00000164056
ENSTNIP00000016046	
ENSTNIP00000016047	
ENSTNIP00000016048	ENSG00000135828
ENSTNIP00000016049	ENSG00000167632
ENSTNIP00000016050	ENSG00000142669
ENSTNIP00000008273	ENSG00000158156
ENSTNIP00000001836	ENSG00000135828
ENSTNIP00000016051	ENSG00000196159
ENSTNIP00000008272	ENSG00000116350
ENSTNIP00000016052	ENSG00000121774
ENSTNIP00000008271	ENSG00000125459
ENSTNIP00000016053	ENSG00000104660
ENSTNIP00000016054	ENSG00000174780
ENSTNIP00000000782	ENSG00000163874
ENSTNIP00000023084	
ENSTNIP00000007230	ENSG00000142694
ENSTNIP00000007231	ENSG00000054118
ENSTNIP00000003515	ENSG00000116871
ENSTNIP00000007232	ENSG00000116871
ENSTNIP00000007233	ENSG00000163875
ENSTNIP00000016055	ENSG00000023608
ENSTNIP00000016056	ENSG00000196503
ENSTNIP00000007234	ENSG00000183386
ENSTNIP00000004484	ENSG00000171476
ENSTNIP00000003192	ENSG00000138802
ENSTNIP00000016057	ENSG00000138802
ENSTNIP00000003128	ENSG00000138802
ENSTNIP00000007235	
ENSTNIP00000007236	ENSG00000131238
ENSTNIP00000007237	ENSG00000131236
ENSTNIP00000016058	ENSG00000168993
ENSTNIP00000016059	ENSG00000122692
ENSTNIP00000007238	ENSG00000142687
ENSTNIP00000016060	ENSG00000088882
ENSTNIP00000007239	ENSG00000020129
ENSTNIP00000007240	ENSG00000116819
ENSTNIP00000009090	ENSG00000092853
ENSTNIP00000009091	ENSG00000134698
ENSTNIP00000009092	
ENSTNIP00000009093	
ENSTNIP00000003825	ENSG00000134690
ENSTNIP00000020887	ENSG00000183317
ENSTNIP00000020888	
ENSTNIP00000006257	ENSG00000215021
ENSTNIP00000006256	ENSG00000172817
ENSTNIP00000020889	
ENSTNIP00000001914	
ENSTNIP00000002134	
ENSTNIP00000020890	ENSG00000176092
ENSTNIP00000000653	
ENSTNIP00000006255	
ENSTNIP00000020891	ENSG00000143412
ENSTNIP00000020892	
ENSTNIP00000020893	ENSG00000158008
ENSTNIP00000006254	
ENSTNIP00000003383	
ENSTNIP00000001294	
ENSTNIP00000000619	
ENSTNIP00000003639	
ENSTNIP00000000363	ENSG00000137364
ENSTNIP00000020894	ENSG00000169439
ENSTNIP00000020895	ENSG00000154188
ENSTNIP00000005364	ENSG00000116698
ENSTNIP00000005634	ENSG00000116698
ENSTNIP00000004757	ENSG00000075391
ENSTNIP00000005365	ENSG00000075391
ENSTNIP00000020896	ENSG00000174429
ENSTNIP00000020897	ENSG00000174429
ENSTNIP00000020898	ENSG00000182197
ENSTNIP00000000302	ENSG00000164758
ENSTNIP00000020899	
ENSTNIP00000001897	ENSG00000135862
ENSTNIP00000005366	ENSG00000135862
ENSTNIP00000020900	ENSG00000131374
ENSTNIP00000003731	ENSG00000131374
ENSTNIP00000020901	
ENSTNIP00000020902	ENSG00000183960
ENSTNIP00000020903	ENSG00000109062
ENSTNIP00000020904	ENSG00000131386
ENSTNIP00000020905	ENSG00000136235
ENSTNIP00000005367	ENSG00000135829
ENSTNIP00000020906	ENSG00000136231
ENSTNIP00000004691	ENSG00000058085
ENSTNIP00000006220	ENSG00000058085
ENSTNIP00000020907	ENSG00000169193
ENSTNIP00000020908	ENSG00000188732
ENSTNIP00000020909	ENSG00000122585
ENSTNIP00000020910	ENSG00000105926
ENSTNIP00000006221	ENSG00000157064
ENSTNIP00000006222	ENSG00000075711
ENSTNIP00000007576	ENSG00000173349
ENSTNIP00000007575	ENSG00000136709
ENSTNIP00000020911	ENSG00000123908
ENSTNIP00000007574	
ENSTNIP00000007573	ENSG00000147576
ENSTNIP00000007572	ENSG00000147573
ENSTNIP00000007571	ENSG00000147570
ENSTNIP00000007533	
ENSTNIP00000005793	ENSG00000146674
ENSTNIP00000003719	ENSG00000146678
ENSTNIP00000005794	ENSG00000164742
ENSTNIP00000020912	ENSG00000105880
ENSTNIP00000020913	ENSG00000006377
ENSTNIP00000009469	ENSG00000124523
ENSTNIP00000001560	ENSG00000124523
ENSTNIP00000020914	
ENSTNIP00000009468	ENSG00000112137
ENSTNIP00000001392	ENSG00000164692
ENSTNIP00000000921	ENSG00000164692
ENSTNIP00000002806	ENSG00000164692
ENSTNIP00000020917	ENSG00000164692
ENSTNIP00000003652	ENSG00000164692
ENSTNIP00000000795	ENSG00000164692
ENSTNIP00000009467	ENSG00000081913
ENSTNIP00000006565	ENSG00000081913
ENSTNIP00000006566	ENSG00000141434
ENSTNIP00000006567	
ENSTNIP00000006568	ENSG00000137275
ENSTNIP00000011367	
ENSTNIP00000011366	ENSG00000054598
ENSTNIP00000011365	ENSG00000145949
ENSTNIP00000011364	ENSG00000124535
ENSTNIP00000003162	ENSG00000124535
ENSTNIP00000011363	ENSG00000132153
ENSTNIP00000011362	
ENSTNIP00000004415	ENSG00000179526
ENSTNIP00000011361	ENSG00000179526
ENSTNIP00000011360	ENSG00000197858
ENSTNIP00000011359	ENSG00000178896
ENSTNIP00000011358	ENSG00000142875
ENSTNIP00000011357	ENSG00000117114
ENSTNIP00000011356	ENSG00000159658
ENSTNIP00000002222	ENSG00000198783
ENSTNIP00000020918	ENSG00000105829
ENSTNIP00000011355	ENSG00000118454
ENSTNIP00000020919	
ENSTNIP00000020920	ENSG00000004948
ENSTNIP00000011354	ENSG00000116754
ENSTNIP00000011353	ENSG00000116745
ENSTNIP00000020921	ENSG00000004766
ENSTNIP00000011352	
ENSTNIP00000011351	ENSG00000198216
ENSTNIP00000002387	ENSG00000198216
ENSTNIP00000020922	ENSG00000188175
ENSTNIP00000003412	ENSG00000188175
ENSTNIP00000003928	
ENSTNIP00000001080	
ENSTNIP00000001704	
ENSTNIP00000020923	ENSG00000105810
ENSTNIP00000020924	ENSG00000179083
ENSTNIP00000020924	ENSG00000234545
ENSTNIP00000011350	ENSG00000197705
ENSTNIP00000020925	
ENSTNIP00000001265	
ENSTNIP00000000847	
ENSTNIP00000020926	
ENSTNIP00000011349	ENSG00000134769
ENSTNIP00000011348	ENSG00000166974
ENSTNIP00000020927	ENSG00000169814
ENSTNIP00000011347	ENSG00000164808
ENSTNIP00000003447	ENSG00000164808
ENSTNIP00000000427	ENSG00000164808
ENSTNIP00000003283	ENSG00000221869
ENSTNIP00000011346	ENSG00000104738
ENSTNIP00000020928	ENSG00000071189
ENSTNIP00000000869	ENSG00000122691
ENSTNIP00000020929	ENSG00000146618
ENSTNIP00000000612	ENSG00000105849
ENSTNIP00000020930	ENSG00000105849
ENSTNIP00000020931	ENSG00000173452
ENSTNIP00000020932	ENSG00000137414
ENSTNIP00000002183	ENSG00000137414
ENSTNIP00000011345	ENSG00000169139
ENSTNIP00000011344	ENSG00000019549
ENSTNIP00000020933	ENSG00000164687
ENSTNIP00000020933	ENSG00000197416
ENSTNIP00000020933	ENSG00000147588
ENSTNIP00000020933	ENSG00000205186
ENSTNIP00000020933	ENSG00000170323
ENSTNIP00000011343	ENSG00000147481
ENSTNIP00000020934	ENSG00000164684
ENSTNIP00000002514	ENSG00000164684
ENSTNIP00000011342	ENSG00000168300
ENSTNIP00000020935	ENSG00000076554
ENSTNIP00000020935	ENSG00000276418
ENSTNIP00000020936	ENSG00000205189
ENSTNIP00000011341	ENSG00000147488
ENSTNIP00000020937	ENSG00000164683
ENSTNIP00000011340	ENSG00000023287
ENSTNIP00000020938	ENSG00000104435
ENSTNIP00000011339	ENSG00000133612
ENSTNIP00000011337	ENSG00000133612
ENSTNIP00000011338	ENSG00000133612
ENSTNIP00000020939	
ENSTNIP00000011336	ENSG00000164900
ENSTNIP00000011335	ENSG00000146926
ENSTNIP00000011334	
ENSTNIP00000003855	
ENSTNIP00000002978	
ENSTNIP00000003815	
ENSTNIP00000011333	
ENSTNIP00000003118	
ENSTNIP00000002929	
ENSTNIP00000020940	ENSG00000111913
ENSTNIP00000020940	ENSG00000282804
ENSTNIP00000020942	ENSG00000112308
ENSTNIP00000011331	ENSG00000197150
ENSTNIP00000020943	ENSG00000112304
ENSTNIP00000020944	ENSG00000111802
ENSTNIP00000020945	ENSG00000180694
ENSTNIP00000020946	ENSG00000123119
ENSTNIP00000011330	ENSG00000181652
ENSTNIP00000011329	ENSG00000154358
ENSTNIP00000011327	ENSG00000154358
ENSTNIP00000020947	ENSG00000155099
ENSTNIP00000011328	ENSG00000143774
ENSTNIP00000002948	ENSG00000104472
ENSTNIP00000020948	ENSG00000104472
ENSTNIP00000020949	ENSG00000157259
ENSTNIP00000011325	ENSG00000143793
ENSTNIP00000020669	ENSG00000272333
ENSTNIP00000011324	ENSG00000154342
ENSTNIP00000020670	ENSG00000163472
ENSTNIP00000020671	ENSG00000116604
ENSTNIP00000020672	ENSG00000132692
ENSTNIP00000000975	ENSG00000143816
ENSTNIP00000011323	ENSG00000143816
ENSTNIP00000020673	ENSG00000143314
ENSTNIP00000020674	ENSG00000112273
ENSTNIP00000020674	ENSG00000143321
ENSTNIP00000011322	ENSG00000143740
ENSTNIP00000020675	ENSG00000143294
ENSTNIP00000020676	ENSG00000143436
ENSTNIP00000020677	
ENSTNIP00000020678	ENSG00000001631
ENSTNIP00000011321	ENSG00000081692
ENSTNIP00000011320	ENSG00000181873
ENSTNIP00000011319	ENSG00000198835
ENSTNIP00000011318	ENSG00000180432
ENSTNIP00000011317	ENSG00000180432
ENSTNIP00000000629	ENSG00000280571
ENSTNIP00000000629	ENSG00000181061
ENSTNIP00000011316	
ENSTNIP00000011315	ENSG00000181585
ENSTNIP00000011314	ENSG00000160801
ENSTNIP00000003438	ENSG00000160801
ENSTNIP00000020679	ENSG00000001630
ENSTNIP00000011313	ENSG00000160808
ENSTNIP00000011313	ENSG00000198336
ENSTNIP00000020680	ENSG00000127914
ENSTNIP00000001323	ENSG00000106113
ENSTNIP00000020681	ENSG00000267157
ENSTNIP00000020681	ENSG00000141994
ENSTNIP00000001465	ENSG00000267157
ENSTNIP00000001465	ENSG00000141994
ENSTNIP00000002197	ENSG00000267157
ENSTNIP00000002197	ENSG00000141994
ENSTNIP00000020682	ENSG00000133313
ENSTNIP00000011312	ENSG00000180432
ENSTNIP00000011311	ENSG00000250424
ENSTNIP00000011311	ENSG00000240583
ENSTNIP00000020683	ENSG00000160957
ENSTNIP00000001725	ENSG00000160957
ENSTNIP00000001573	ENSG00000250424
ENSTNIP00000001573	ENSG00000240583
ENSTNIP00000011310	ENSG00000079134
ENSTNIP00000020684	ENSG00000147804
ENSTNIP00000020685	
ENSTNIP00000020686	
ENSTNIP00000020687	ENSG00000185000
ENSTNIP00000011309	ENSG00000101557
ENSTNIP00000001304	ENSG00000067900
ENSTNIP00000011308	ENSG00000067900
ENSTNIP00000020688	ENSG00000070761
ENSTNIP00000020689	ENSG00000143418
ENSTNIP00000020690	ENSG00000159409
ENSTNIP00000011307	
ENSTNIP00000020691	ENSG00000163125
ENSTNIP00000020692	ENSG00000143320
ENSTNIP00000020693	ENSG00000116521
ENSTNIP00000007006	ENSG00000158201
ENSTNIP00000002466	ENSG00000265491
ENSTNIP00000020694	ENSG00000116539
ENSTNIP00000017877	ENSG00000101752
ENSTNIP00000020695	ENSG00000177954
ENSTNIP00000021486	ENSG00000177954
ENSTNIP00000020696	
ENSTNIP00000017878	ENSG00000141448
ENSTNIP00000003704	ENSG00000175344
ENSTNIP00000003704	ENSG00000166664
ENSTNIP00000020697	ENSG00000175344
ENSTNIP00000020697	ENSG00000166664
ENSTNIP00000017879	ENSG00000134508
ENSTNIP00000017880	ENSG00000141458
ENSTNIP00000020699	ENSG00000143376
ENSTNIP00000020698	ENSG00000143376
ENSTNIP00000017881	ENSG00000146648
ENSTNIP00000020700	
ENSTNIP00000020701	ENSG00000197747
ENSTNIP00000020701	ENSG00000163191
ENSTNIP00000017882	ENSG00000156103
ENSTNIP00000020702	ENSG00000163462
ENSTNIP00000002983	ENSG00000179085
ENSTNIP00000020703	ENSG00000169242
ENSTNIP00000020704	ENSG00000143590
ENSTNIP00000020704	ENSG00000251246
ENSTNIP00000020705	ENSG00000189334
ENSTNIP00000020705	ENSG00000189171
ENSTNIP00000017883	ENSG00000165983
ENSTNIP00000020706	ENSG00000196754
ENSTNIP00000020706	ENSG00000196420
ENSTNIP00000020706	ENSG00000188015
ENSTNIP00000020706	ENSG00000196154
ENSTNIP00000020706	ENSG00000197956
ENSTNIP00000020707	ENSG00000169291
ENSTNIP00000020708	ENSG00000163348
ENSTNIP00000017884	ENSG00000165985
ENSTNIP00000017885	ENSG00000167701
ENSTNIP00000021180	ENSG00000143375
ENSTNIP00000020709	ENSG00000143375
ENSTNIP00000017886	ENSG00000010361
ENSTNIP00000017887	ENSG00000117155
ENSTNIP00000020710	ENSG00000143367
ENSTNIP00000020711	ENSG00000143612
ENSTNIP00000017888	ENSG00000055732
ENSTNIP00000020713	
ENSTNIP00000020712	
ENSTNIP00000017889	ENSG00000122417
ENSTNIP00000017890	ENSG00000128581
ENSTNIP00000002694	ENSG00000157077
ENSTNIP00000017891	ENSG00000154222
ENSTNIP00000000937	ENSG00000143575
