Protein stable ID	Human gene stable ID
ENSPFOP00000029319	ENSG00000009307
ENSPFOP00000012749	ENSG00000009307
ENSPFOP00000030289	ENSG00000009307
ENSPFOP00000002044	ENSG00000068971
ENSPFOP00000029916	
ENSPFOP00000005871	ENSG00000179104
ENSPFOP00000007690	ENSG00000168993
ENSPFOP00000014951	ENSG00000213965
ENSPFOP00000026719	ENSG00000213965
ENSPFOP00000024747	ENSG00000213965
ENSPFOP00000022020	ENSG00000213965
ENSPFOP00000022991	ENSG00000096696
ENSPFOP00000002449	
ENSPFOP00000024028	
ENSPFOP00000028991	
ENSPFOP00000028524	
ENSPFOP00000022155	
ENSPFOP00000030920	
ENSPFOP00000030317	
ENSPFOP00000014881	
ENSPFOP00000029518	ENSG00000145979
ENSPFOP00000011666	ENSG00000187773
ENSPFOP00000026007	ENSG00000213965
ENSPFOP00000011939	ENSG00000047849
ENSPFOP00000002473	
ENSPFOP00000024264	ENSG00000136842
ENSPFOP00000007851	ENSG00000136842
ENSPFOP00000014943	ENSG00000021488
ENSPFOP00000026933	ENSG00000112137
ENSPFOP00000027877	ENSG00000112137
ENSPFOP00000027101	
ENSPFOP00000012754	
ENSPFOP00000000721	ENSG00000105220
ENSPFOP00000005893	
ENSPFOP00000000687	
ENSPFOP00000014975	ENSG00000153786
ENSPFOP00000002063	ENSG00000179600
ENSPFOP00000021355	
ENSPFOP00000028250	
ENSPFOP00000002087	ENSG00000149735
ENSPFOP00000023690	ENSG00000179172
ENSPFOP00000023690	ENSG00000277058
ENSPFOP00000023690	ENSG00000275774
ENSPFOP00000023690	ENSG00000092199
ENSPFOP00000023690	ENSG00000179412
ENSPFOP00000002560	ENSG00000179172
ENSPFOP00000002560	ENSG00000277058
ENSPFOP00000002560	ENSG00000275774
ENSPFOP00000002560	ENSG00000092199
ENSPFOP00000002560	ENSG00000179412
ENSPFOP00000028985	ENSG00000206043
ENSPFOP00000021918	ENSG00000206043
ENSPFOP00000004447	ENSG00000119787
ENSPFOP00000024642	ENSG00000119787
ENSPFOP00000012864	ENSG00000116748
ENSPFOP00000025364	ENSG00000168758
ENSPFOP00000001613	ENSG00000168758
ENSPFOP00000005976	ENSG00000111224
ENSPFOP00000008094	ENSG00000196116
ENSPFOP00000022478	ENSG00000168070
ENSPFOP00000000719	ENSG00000143079
ENSPFOP00000012059	ENSG00000055118
ENSPFOP00000021695	ENSG00000055118
ENSPFOP00000021128	ENSG00000132604
ENSPFOP00000022303	ENSG00000132604
ENSPFOP00000021197	ENSG00000132604
ENSPFOP00000015010	ENSG00000132604
ENSPFOP00000026058	ENSG00000124523
ENSPFOP00000011220	
ENSPFOP00000021345	
ENSPFOP00000006304	ENSG00000111181
ENSPFOP00000002581	
ENSPFOP00000030090	
ENSPFOP00000014891	
ENSPFOP00000002141	
ENSPFOP00000017671	ENSG00000148408
ENSPFOP00000029727	ENSG00000148408
ENSPFOP00000011701	ENSG00000166347
ENSPFOP00000014896	
ENSPFOP00000002151	ENSG00000002330
ENSPFOP00000008339	
ENSPFOP00000004488	ENSG00000177468
ENSPFOP00000015031	ENSG00000132603
ENSPFOP00000025807	
ENSPFOP00000011327	ENSG00000196363
ENSPFOP00000011327	ENSG00000196981
ENSPFOP00000015033	ENSG00000158985
ENSPFOP00000004512	
ENSPFOP00000028299	
ENSPFOP00000028693	ENSG00000164742
ENSPFOP00000015040	
ENSPFOP00000002635	ENSG00000178878
ENSPFOP00000024186	ENSG00000186350
ENSPFOP00000011607	ENSG00000186350
ENSPFOP00000006610	ENSG00000120645
ENSPFOP00000004550	ENSG00000164485
ENSPFOP00000030122	
ENSPFOP00000015053	
ENSPFOP00000022631	ENSG00000122711
ENSPFOP00000023975	ENSG00000114859
ENSPFOP00000021780	ENSG00000138068
ENSPFOP00000029562	ENSG00000143674
ENSPFOP00000004844	ENSG00000143674
ENSPFOP00000000771	ENSG00000135698
ENSPFOP00000027088	ENSG00000184661
ENSPFOP00000026088	ENSG00000184661
ENSPFOP00000027971	ENSG00000184661
ENSPFOP00000025879	
ENSPFOP00000015058	ENSG00000165490
ENSPFOP00000011403	
ENSPFOP00000024744	
ENSPFOP00000021403	
ENSPFOP00000006678	
ENSPFOP00000021575	ENSG00000146678
ENSPFOP00000026598	ENSG00000146678
ENSPFOP00000015060	
ENSPFOP00000000780	ENSG00000167208
ENSPFOP00000002677	ENSG00000178878
ENSPFOP00000021405	ENSG00000178878
ENSPFOP00000017690	
ENSPFOP00000015232	ENSG00000134324
ENSPFOP00000006704	ENSG00000111728
ENSPFOP00000021147	ENSG00000165029
ENSPFOP00000008621	ENSG00000165029
ENSPFOP00000011519	ENSG00000196363
ENSPFOP00000011519	ENSG00000196981
ENSPFOP00000000786	ENSG00000124302
ENSPFOP00000022416	ENSG00000176204
ENSPFOP00000011620	ENSG00000176204
ENSPFOP00000025519	
ENSPFOP00000025263	
ENSPFOP00000029307	
ENSPFOP00000028292	
ENSPFOP00000030592	ENSG00000146674
ENSPFOP00000027724	ENSG00000146674
ENSPFOP00000030863	ENSG00000139287
ENSPFOP00000011653	ENSG00000170890
ENSPFOP00000002758	
ENSPFOP00000027929	
ENSPFOP00000004189	
ENSPFOP00000011692	ENSG00000111725
ENSPFOP00000026262	ENSG00000083168
ENSPFOP00000001872	ENSG00000083168
ENSPFOP00000002763	ENSG00000168004
ENSPFOP00000002763	ENSG00000133321
ENSPFOP00000012796	ENSG00000197558
ENSPFOP00000007218	ENSG00000185046
ENSPFOP00000026326	ENSG00000185046
ENSPFOP00000026822	ENSG00000185046
ENSPFOP00000022529	ENSG00000185046
ENSPFOP00000028712	ENSG00000122733
ENSPFOP00000011763	ENSG00000122733
ENSPFOP00000031038	ENSG00000137343
ENSPFOP00000016361	ENSG00000137343
ENSPFOP00000015343	ENSG00000196208
ENSPFOP00000003242	ENSG00000129566
ENSPFOP00000029443	ENSG00000129566
ENSPFOP00000003052	ENSG00000125820
ENSPFOP00000005353	ENSG00000135749
ENSPFOP00000017761	ENSG00000181090
ENSPFOP00000016365	
ENSPFOP00000024476	
ENSPFOP00000012247	
ENSPFOP00000025990	ENSG00000125813
ENSPFOP00000003088	ENSG00000125813
ENSPFOP00000003140	ENSG00000068078
ENSPFOP00000024410	ENSG00000068078
ENSPFOP00000004232	ENSG00000280987
ENSPFOP00000004232	ENSG00000015479
ENSPFOP00000001956	ENSG00000070718
ENSPFOP00000016376	ENSG00000204564
ENSPFOP00000024867	ENSG00000136205
ENSPFOP00000012256	ENSG00000198121
ENSPFOP00000004897	ENSG00000173210
ENSPFOP00000026566	ENSG00000121749
ENSPFOP00000001567	ENSG00000121749
ENSPFOP00000026582	ENSG00000125798
ENSPFOP00000003117	ENSG00000125798
ENSPFOP00000012505	ENSG00000030304
ENSPFOP00000002125	ENSG00000187605
ENSPFOP00000003391	
ENSPFOP00000004270	ENSG00000120727
ENSPFOP00000031234	
ENSPFOP00000003252	
ENSPFOP00000003261	
ENSPFOP00000007562	ENSG00000120868
ENSPFOP00000005093	ENSG00000157510
ENSPFOP00000023889	ENSG00000204574
ENSPFOP00000016488	ENSG00000204574
ENSPFOP00000024452	
ENSPFOP00000002318	ENSG00000133858
ENSPFOP00000003464	ENSG00000124217
ENSPFOP00000003291	
ENSPFOP00000012595	ENSG00000169435
ENSPFOP00000029652	ENSG00000169435
ENSPFOP00000006828	ENSG00000060558
ENSPFOP00000005225	ENSG00000094755
ENSPFOP00000002147	
ENSPFOP00000007704	ENSG00000166046
ENSPFOP00000006866	ENSG00000099804
ENSPFOP00000003352	
ENSPFOP00000021951	
ENSPFOP00000003394	ENSG00000168924
ENSPFOP00000024911	ENSG00000168924
ENSPFOP00000007827	ENSG00000166153
ENSPFOP00000027674	ENSG00000081913
ENSPFOP00000002339	ENSG00000106560
ENSPFOP00000002339	ENSG00000171115
ENSPFOP00000002339	ENSG00000213203
ENSPFOP00000002339	ENSG00000281887
ENSPFOP00000002339	ENSG00000133561
ENSPFOP00000002339	ENSG00000179144
ENSPFOP00000002339	ENSG00000133574
ENSPFOP00000002339	ENSG00000196329
ENSPFOP00000026020	
ENSPFOP00000007176	ENSG00000065000
ENSPFOP00000003562	ENSG00000115828
ENSPFOP00000002158	
ENSPFOP00000026148	
ENSPFOP00000015349	ENSG00000162814
ENSPFOP00000024599	ENSG00000106560
ENSPFOP00000024599	ENSG00000171115
ENSPFOP00000024599	ENSG00000213203
ENSPFOP00000024599	ENSG00000281887
ENSPFOP00000024599	ENSG00000133561
ENSPFOP00000024599	ENSG00000179144
ENSPFOP00000024599	ENSG00000133574
ENSPFOP00000024599	ENSG00000196329
ENSPFOP00000003634	ENSG00000129484
ENSPFOP00000012613	
ENSPFOP00000031213	
ENSPFOP00000021785	
ENSPFOP00000025320	
ENSPFOP00000008109	ENSG00000136021
ENSPFOP00000015409	ENSG00000196482
ENSPFOP00000007270	ENSG00000167674
ENSPFOP00000022341	ENSG00000140832
ENSPFOP00000016489	ENSG00000204568
ENSPFOP00000002195	ENSG00000148734
ENSPFOP00000001058	ENSG00000172270
ENSPFOP00000030235	ENSG00000172270
ENSPFOP00000027840	ENSG00000213563
ENSPFOP00000007302	ENSG00000105058
ENSPFOP00000016556	ENSG00000204576
ENSPFOP00000016556	ENSG00000204569
ENSPFOP00000003632	ENSG00000109685
ENSPFOP00000017773	ENSG00000176101
ENSPFOP00000008173	
ENSPFOP00000007330	ENSG00000183617
ENSPFOP00000007305	ENSG00000183617
ENSPFOP00000024491	ENSG00000165792
ENSPFOP00000003803	ENSG00000165792
ENSPFOP00000026637	
ENSPFOP00000008227	
ENSPFOP00000028444	
ENSPFOP00000007644	
ENSPFOP00000003730	ENSG00000077684
ENSPFOP00000016574	ENSG00000106541
ENSPFOP00000008626	ENSG00000130427
ENSPFOP00000027577	
ENSPFOP00000011238	
ENSPFOP00000008246	
ENSPFOP00000005386	ENSG00000091844
ENSPFOP00000030153	ENSG00000147813
ENSPFOP00000008636	ENSG00000149218
ENSPFOP00000011242	ENSG00000204257
ENSPFOP00000028184	ENSG00000176058
ENSPFOP00000017786	ENSG00000176058
ENSPFOP00000005444	ENSG00000112038
ENSPFOP00000003860	ENSG00000100445
ENSPFOP00000000400	ENSG00000171208
ENSPFOP00000003823	
ENSPFOP00000028408	ENSG00000002726
ENSPFOP00000012843	ENSG00000002726
ENSPFOP00000001328	ENSG00000070423
ENSPFOP00000023302	ENSG00000070423
ENSPFOP00000004006	ENSG00000153721
ENSPFOP00000004006	ENSG00000074706
ENSPFOP00000022911	ENSG00000153721
ENSPFOP00000022911	ENSG00000074706
ENSPFOP00000003879	
ENSPFOP00000008647	ENSG00000149218
ENSPFOP00000008641	ENSG00000149218
ENSPFOP00000026140	ENSG00000149218
ENSPFOP00000016603	
ENSPFOP00000011270	ENSG00000196126
ENSPFOP00000011270	ENSG00000179344
ENSPFOP00000011270	ENSG00000223865
ENSPFOP00000011270	ENSG00000198502
ENSPFOP00000011270	ENSG00000241106
ENSPFOP00000011270	ENSG00000248993
ENSPFOP00000011270	ENSG00000232629
ENSPFOP00000011270	ENSG00000242574
ENSPFOP00000030191	ENSG00000196126
ENSPFOP00000030191	ENSG00000179344
ENSPFOP00000030191	ENSG00000223865
ENSPFOP00000030191	ENSG00000198502
ENSPFOP00000030191	ENSG00000241106
ENSPFOP00000030191	ENSG00000248993
ENSPFOP00000030191	ENSG00000232629
ENSPFOP00000030191	ENSG00000242574
ENSPFOP00000021895	ENSG00000083782
ENSPFOP00000008291	ENSG00000083782
ENSPFOP00000028677	ENSG00000083782
ENSPFOP00000003155	ENSG00000159399
ENSPFOP00000007884	ENSG00000130254
ENSPFOP00000007884	ENSG00000160633
ENSPFOP00000029207	ENSG00000130254
ENSPFOP00000029207	ENSG00000160633
ENSPFOP00000024139	
ENSPFOP00000016608	ENSG00000163479
ENSPFOP00000003853	ENSG00000164040
ENSPFOP00000026631	ENSG00000185666
ENSPFOP00000016611	ENSG00000075388
ENSPFOP00000012848	
ENSPFOP00000000456	ENSG00000069345
ENSPFOP00000030249	
ENSPFOP00000016654	ENSG00000196189
ENSPFOP00000017801	ENSG00000148218
ENSPFOP00000012854	
ENSPFOP00000028725	
ENSPFOP00000023762	ENSG00000112419
ENSPFOP00000005589	ENSG00000112419
ENSPFOP00000008322	ENSG00000139330
ENSPFOP00000028746	ENSG00000139330
ENSPFOP00000027192	ENSG00000139330
ENSPFOP00000000495	ENSG00000130881
ENSPFOP00000008788	ENSG00000146830
ENSPFOP00000025573	
ENSPFOP00000016674	ENSG00000143549
ENSPFOP00000022778	
ENSPFOP00000016677	ENSG00000106460
ENSPFOP00000008538	ENSG00000011465
ENSPFOP00000008179	ENSG00000175445
ENSPFOP00000021990	
ENSPFOP00000023460	ENSG00000213079
ENSPFOP00000004320	ENSG00000213079
ENSPFOP00000029530	ENSG00000042781
ENSPFOP00000024546	ENSG00000042781
ENSPFOP00000016271	ENSG00000042781
ENSPFOP00000016831	ENSG00000005108
ENSPFOP00000000737	ENSG00000130876
ENSPFOP00000030686	ENSG00000130876
ENSPFOP00000018005	ENSG00000159899
ENSPFOP00000013316	ENSG00000113504
ENSPFOP00000027383	ENSG00000159399
ENSPFOP00000003192	ENSG00000159399
ENSPFOP00000027765	ENSG00000159399
ENSPFOP00000027195	
ENSPFOP00000022428	ENSG00000141499
ENSPFOP00000008839	ENSG00000141499
ENSPFOP00000008553	
ENSPFOP00000008575	ENSG00000133639
ENSPFOP00000003194	ENSG00000183733
ENSPFOP00000016839	ENSG00000122584
ENSPFOP00000024445	ENSG00000254004
ENSPFOP00000024445	ENSG00000167635
ENSPFOP00000016906	ENSG00000106443
ENSPFOP00000008714	ENSG00000196937
ENSPFOP00000000750	ENSG00000131941
ENSPFOP00000004132	ENSG00000103381
ENSPFOP00000004237	ENSG00000175595
ENSPFOP00000029466	ENSG00000196236
ENSPFOP00000007113	ENSG00000196236
ENSPFOP00000008910	
ENSPFOP00000008309	
ENSPFOP00000027729	ENSG00000137098
ENSPFOP00000013336	ENSG00000145990
ENSPFOP00000018009	
ENSPFOP00000026738	ENSG00000075340
ENSPFOP00000003644	ENSG00000075340
ENSPFOP00000023153	ENSG00000186260
ENSPFOP00000030241	ENSG00000186260
ENSPFOP00000004408	ENSG00000186260
ENSPFOP00000009064	ENSG00000106348
ENSPFOP00000018031	ENSG00000134057
ENSPFOP00000028984	ENSG00000121289
ENSPFOP00000029794	ENSG00000121289
ENSPFOP00000000865	ENSG00000121289
ENSPFOP00000022635	
ENSPFOP00000027167	
ENSPFOP00000026448	ENSG00000224940
ENSPFOP00000026583	
ENSPFOP00000008531	
ENSPFOP00000018538	
ENSPFOP00000022907	
ENSPFOP00000027323	ENSG00000074054
ENSPFOP00000000396	ENSG00000074054
ENSPFOP00000009073	
ENSPFOP00000026545	
ENSPFOP00000017145	
ENSPFOP00000016383	ENSG00000136636
ENSPFOP00000009079	
ENSPFOP00000021193	ENSG00000078549
ENSPFOP00000023094	ENSG00000078549
ENSPFOP00000026468	ENSG00000170759
ENSPFOP00000013535	ENSG00000170759
ENSPFOP00000018034	ENSG00000107372
ENSPFOP00000030303	ENSG00000175595
ENSPFOP00000016466	ENSG00000115216
ENSPFOP00000004439	ENSG00000185262
ENSPFOP00000004439	ENSG00000153443
ENSPFOP00000025839	
ENSPFOP00000004455	
ENSPFOP00000025605	ENSG00000175550
ENSPFOP00000027213	ENSG00000175550
ENSPFOP00000016496	ENSG00000157992
ENSPFOP00000031034	
ENSPFOP00000028528	
ENSPFOP00000017197	ENSG00000162068
ENSPFOP00000004993	ENSG00000146426
ENSPFOP00000018543	ENSG00000012061
ENSPFOP00000020644	
ENSPFOP00000002247	
ENSPFOP00000012605	
ENSPFOP00000012872	
ENSPFOP00000000447	ENSG00000100591
ENSPFOP00000010069	
ENSPFOP00000021451	
ENSPFOP00000023013	
ENSPFOP00000017263	
ENSPFOP00000018563	ENSG00000160310
ENSPFOP00000008667	ENSG00000167460
ENSPFOP00000022131	ENSG00000167460
ENSPFOP00000028300	ENSG00000104290
ENSPFOP00000016562	ENSG00000104290
ENSPFOP00000000873	
ENSPFOP00000000323	ENSG00000131471
ENSPFOP00000000323	ENSG00000131480
ENSPFOP00000027111	
ENSPFOP00000030290	
ENSPFOP00000006776	ENSG00000164244
ENSPFOP00000013827	
ENSPFOP00000012907	ENSG00000080822
ENSPFOP00000031227	ENSG00000080822
ENSPFOP00000001355	
ENSPFOP00000018820	ENSG00000168398
ENSPFOP00000018564	
ENSPFOP00000006503	ENSG00000110042
ENSPFOP00000018822	
ENSPFOP00000024010	ENSG00000167461
ENSPFOP00000003845	ENSG00000147475
ENSPFOP00000029331	ENSG00000147475
ENSPFOP00000018095	ENSG00000149488
ENSPFOP00000031166	
ENSPFOP00000001078	ENSG00000184349
ENSPFOP00000000378	
ENSPFOP00000022615	ENSG00000103326
ENSPFOP00000017323	ENSG00000103326
ENSPFOP00000012921	
ENSPFOP00000020680	ENSG00000140030
ENSPFOP00000029761	ENSG00000155438
ENSPFOP00000000476	ENSG00000155438
ENSPFOP00000001102	
ENSPFOP00000018566	
ENSPFOP00000018835	ENSG00000100433
ENSPFOP00000027481	
ENSPFOP00000025606	
ENSPFOP00000016626	
ENSPFOP00000018842	ENSG00000165355
ENSPFOP00000000508	
ENSPFOP00000017346	ENSG00000166343
ENSPFOP00000025746	
ENSPFOP00000007049	
ENSPFOP00000001331	ENSG00000106526
ENSPFOP00000001331	ENSG00000133627
ENSPFOP00000018620	ENSG00000160305
ENSPFOP00000014756	ENSG00000155511
ENSPFOP00000017351	ENSG00000166343
ENSPFOP00000031164	
ENSPFOP00000001341	ENSG00000196584
ENSPFOP00000026287	
ENSPFOP00000025571	ENSG00000148516
ENSPFOP00000013880	ENSG00000148516
ENSPFOP00000000850	ENSG00000198814
ENSPFOP00000000850	ENSG00000196475
ENSPFOP00000000850	ENSG00000229894
ENSPFOP00000000170	
ENSPFOP00000016692	ENSG00000153207
ENSPFOP00000018627	ENSG00000003402
ENSPFOP00000022677	
ENSPFOP00000003849	ENSG00000138135
ENSPFOP00000017439	ENSG00000168434
ENSPFOP00000017372	ENSG00000168434
ENSPFOP00000003861	ENSG00000163217
ENSPFOP00000018639	ENSG00000155744
ENSPFOP00000016705	ENSG00000160953
ENSPFOP00000016705	ENSG00000157502
ENSPFOP00000013899	ENSG00000183621
ENSPFOP00000000901	ENSG00000240771
ENSPFOP00000003963	ENSG00000163219
ENSPFOP00000000983	ENSG00000088205
ENSPFOP00000029142	
ENSPFOP00000030612	
ENSPFOP00000023205	
ENSPFOP00000030727	ENSG00000167612
ENSPFOP00000025724	ENSG00000142185
ENSPFOP00000024019	ENSG00000204956
ENSPFOP00000024019	ENSG00000081853
ENSPFOP00000024019	ENSG00000254245
ENSPFOP00000024019	ENSG00000261934
ENSPFOP00000024019	ENSG00000253767
ENSPFOP00000007061	ENSG00000143157
ENSPFOP00000013907	
ENSPFOP00000004159	ENSG00000101290
ENSPFOP00000020243	
ENSPFOP00000024306	
ENSPFOP00000027797	
ENSPFOP00000026883	
ENSPFOP00000001179	ENSG00000115091
ENSPFOP00000025005	ENSG00000115091
ENSPFOP00000000196	ENSG00000106560
ENSPFOP00000000196	ENSG00000171115
ENSPFOP00000000196	ENSG00000213203
ENSPFOP00000000196	ENSG00000281887
ENSPFOP00000000196	ENSG00000133561
ENSPFOP00000000196	ENSG00000179144
ENSPFOP00000000196	ENSG00000133574
ENSPFOP00000000196	ENSG00000196329
ENSPFOP00000014081	ENSG00000197321
ENSPFOP00000027963	
ENSPFOP00000004205	
ENSPFOP00000017499	ENSG00000103404
ENSPFOP00000013985	ENSG00000162415
ENSPFOP00000018681	ENSG00000142185
ENSPFOP00000017503	ENSG00000122254
ENSPFOP00000000214	
ENSPFOP00000017504	
ENSPFOP00000022632	ENSG00000135046
ENSPFOP00000018119	ENSG00000135046
ENSPFOP00000001407	ENSG00000181929
ENSPFOP00000025928	ENSG00000181929
ENSPFOP00000017509	ENSG00000131409
ENSPFOP00000004279	ENSG00000059728
ENSPFOP00000014010	ENSG00000126088
ENSPFOP00000014091	ENSG00000254087
ENSPFOP00000001743	ENSG00000115112
ENSPFOP00000002462	
ENSPFOP00000029747	
ENSPFOP00000022739	
ENSPFOP00000021912	
ENSPFOP00000018152	ENSG00000145740
ENSPFOP00000000559	ENSG00000185338
ENSPFOP00000014111	ENSG00000169862
ENSPFOP00000017590	ENSG00000142513
ENSPFOP00000023832	ENSG00000142513
ENSPFOP00000000233	
ENSPFOP00000018171	ENSG00000165072
ENSPFOP00000004341	ENSG00000124380
ENSPFOP00000026405	ENSG00000124380
ENSPFOP00000005169	ENSG00000029639
ENSPFOP00000001001	ENSG00000167612
ENSPFOP00000028901	
ENSPFOP00000024008	
ENSPFOP00000001415	
ENSPFOP00000021337	
ENSPFOP00000004379	ENSG00000183779
ENSPFOP00000014145	ENSG00000164236
ENSPFOP00000005373	
ENSPFOP00000028064	ENSG00000123411
ENSPFOP00000028138	ENSG00000123411
ENSPFOP00000001527	ENSG00000123411
ENSPFOP00000028497	ENSG00000123411
ENSPFOP00000000237	
ENSPFOP00000028981	
ENSPFOP00000001750	ENSG00000074054
ENSPFOP00000000796	ENSG00000166501
ENSPFOP00000028057	ENSG00000166501
ENSPFOP00000004497	ENSG00000116001
ENSPFOP00000025377	ENSG00000014164
ENSPFOP00000005188	ENSG00000171217
ENSPFOP00000028165	ENSG00000171217
ENSPFOP00000007648	ENSG00000197776
ENSPFOP00000030449	ENSG00000197776
ENSPFOP00000023177	ENSG00000197776
ENSPFOP00000000241	ENSG00000106560
ENSPFOP00000000241	ENSG00000171115
ENSPFOP00000000241	ENSG00000213203
ENSPFOP00000000241	ENSG00000281887
ENSPFOP00000000241	ENSG00000133561
ENSPFOP00000000241	ENSG00000179144
ENSPFOP00000000241	ENSG00000133574
ENSPFOP00000000241	ENSG00000196329
ENSPFOP00000001551	ENSG00000197728
ENSPFOP00000017644	ENSG00000086967
ENSPFOP00000021104	ENSG00000106560
ENSPFOP00000021104	ENSG00000171115
ENSPFOP00000021104	ENSG00000213203
ENSPFOP00000021104	ENSG00000281887
ENSPFOP00000021104	ENSG00000133561
ENSPFOP00000021104	ENSG00000179144
ENSPFOP00000021104	ENSG00000133574
ENSPFOP00000021104	ENSG00000196329
ENSPFOP00000030971	ENSG00000107282
ENSPFOP00000018179	ENSG00000107282
ENSPFOP00000022358	ENSG00000107282
ENSPFOP00000027561	ENSG00000182759
ENSPFOP00000014254	ENSG00000145495
ENSPFOP00000005236	ENSG00000118407
ENSPFOP00000026784	
ENSPFOP00000001639	ENSG00000134285
ENSPFOP00000028720	ENSG00000181790
ENSPFOP00000005773	ENSG00000181790
ENSPFOP00000025378	ENSG00000123472
ENSPFOP00000005305	ENSG00000112697
ENSPFOP00000017650	
ENSPFOP00000000340	
ENSPFOP00000007855	ENSG00000100479
ENSPFOP00000017653	
ENSPFOP00000014272	ENSG00000150756
ENSPFOP00000001693	ENSG00000134287
ENSPFOP00000001228	ENSG00000188039
ENSPFOP00000008154	ENSG00000165516
ENSPFOP00000021569	
ENSPFOP00000002335	ENSG00000065361
ENSPFOP00000001257	
ENSPFOP00000027413	
ENSPFOP00000025228	
ENSPFOP00000028944	
ENSPFOP00000000392	
ENSPFOP00000028664	
ENSPFOP00000017669	ENSG00000105559
ENSPFOP00000001190	ENSG00000103047
ENSPFOP00000004766	
ENSPFOP00000026292	ENSG00000163743
ENSPFOP00000004615	ENSG00000163743
ENSPFOP00000008507	ENSG00000165525
ENSPFOP00000024857	ENSG00000065361
ENSPFOP00000028469	ENSG00000166342
ENSPFOP00000014315	ENSG00000166342
ENSPFOP00000030762	ENSG00000158106
ENSPFOP00000021704	ENSG00000158106
ENSPFOP00000026272	ENSG00000158106
ENSPFOP00000026296	ENSG00000158106
ENSPFOP00000005928	ENSG00000111799
ENSPFOP00000008572	ENSG00000080823
ENSPFOP00000005034	ENSG00000132589
ENSPFOP00000027563	ENSG00000132589
ENSPFOP00000018276	ENSG00000119139
ENSPFOP00000024740	ENSG00000119139
ENSPFOP00000017803	ENSG00000177380
ENSPFOP00000002520	ENSG00000257411
ENSPFOP00000002520	ENSG00000170515
ENSPFOP00000000416	
ENSPFOP00000026971	
ENSPFOP00000000108	ENSG00000142185
ENSPFOP00000029181	ENSG00000142185
ENSPFOP00000008598	ENSG00000140153
