Protein stable ID	Human gene stable ID
ENSLOCP00000000104	ENSG00000251201
ENSLOCP00000000104	ENSG00000127666
ENSLOCP00000000105	ENSG00000276566
ENSLOCP00000000105	ENSG00000241755
ENSLOCP00000000105	ENSG00000211632
ENSLOCP00000000105	ENSG00000244575
ENSLOCP00000000105	ENSG00000239951
ENSLOCP00000000105	ENSG00000239855
ENSLOCP00000000105	ENSG00000241351
ENSLOCP00000000105	ENSG00000239862
ENSLOCP00000000105	ENSG00000239819
ENSLOCP00000000105	ENSG00000242076
ENSLOCP00000000105	ENSG00000242580
ENSLOCP00000000105	ENSG00000240864
ENSLOCP00000000105	ENSG00000231292
ENSLOCP00000000105	ENSG00000240671
ENSLOCP00000000105	ENSG00000243466
ENSLOCP00000000105	ENSG00000243290
ENSLOCP00000000105	ENSG00000242371
ENSLOCP00000000105	ENSG00000278857
ENSLOCP00000000105	ENSG00000239975
ENSLOCP00000000105	ENSG00000250036
ENSLOCP00000000105	ENSG00000251546
ENSLOCP00000000106	
ENSLOCP00000000111	ENSG00000276043
ENSLOCP00000000107	
ENSLOCP00000000110	
ENSLOCP00000000109	
ENSLOCP00000000116	
ENSLOCP00000000121	
ENSLOCP00000000112	ENSG00000241566
ENSLOCP00000000112	ENSG00000243238
ENSLOCP00000000112	ENSG00000241294
ENSLOCP00000000112	ENSG00000242534
ENSLOCP00000000112	ENSG00000211598
ENSLOCP00000000112	ENSG00000244116
ENSLOCP00000000112	ENSG00000273962
ENSLOCP00000000112	ENSG00000243264
ENSLOCP00000000112	ENSG00000211623
ENSLOCP00000000112	ENSG00000239571
ENSLOCP00000000112	ENSG00000251039
ENSLOCP00000000119	ENSG00000079335
ENSLOCP00000000113	
ENSLOCP00000000123	ENSG00000127663
ENSLOCP00000000129	ENSG00000127663
ENSLOCP00000000115	ENSG00000099622
ENSLOCP00000000115	ENSG00000102317
ENSLOCP00000000120	ENSG00000099622
ENSLOCP00000000120	ENSG00000102317
ENSLOCP00000000114	
ENSLOCP00000000117	
ENSLOCP00000000118	ENSG00000276566
ENSLOCP00000000118	ENSG00000241755
ENSLOCP00000000118	ENSG00000211632
ENSLOCP00000000118	ENSG00000244575
ENSLOCP00000000118	ENSG00000239951
ENSLOCP00000000118	ENSG00000239855
ENSLOCP00000000118	ENSG00000241351
ENSLOCP00000000118	ENSG00000239862
ENSLOCP00000000118	ENSG00000239819
ENSLOCP00000000118	ENSG00000242076
ENSLOCP00000000118	ENSG00000242580
ENSLOCP00000000118	ENSG00000240864
ENSLOCP00000000118	ENSG00000231292
ENSLOCP00000000118	ENSG00000240671
ENSLOCP00000000118	ENSG00000243466
ENSLOCP00000000118	ENSG00000243290
ENSLOCP00000000118	ENSG00000242371
ENSLOCP00000000118	ENSG00000278857
ENSLOCP00000000118	ENSG00000239975
ENSLOCP00000000118	ENSG00000250036
ENSLOCP00000000118	ENSG00000251546
ENSLOCP00000000122	
ENSLOCP00000000124	ENSG00000241566
ENSLOCP00000000124	ENSG00000243238
ENSLOCP00000000124	ENSG00000241294
ENSLOCP00000000124	ENSG00000242534
ENSLOCP00000000124	ENSG00000211598
ENSLOCP00000000124	ENSG00000244116
ENSLOCP00000000124	ENSG00000273962
ENSLOCP00000000124	ENSG00000243264
ENSLOCP00000000124	ENSG00000211623
ENSLOCP00000000124	ENSG00000239571
ENSLOCP00000000124	ENSG00000251039
ENSLOCP00000000126	ENSG00000099622
ENSLOCP00000000126	ENSG00000102317
ENSLOCP00000000125	
ENSLOCP00000000128	ENSG00000137965
ENSLOCP00000000128	ENSG00000137959
ENSLOCP00000000127	
ENSLOCP00000000130	ENSG00000181656
ENSLOCP00000000131	
ENSLOCP00000000132	
ENSLOCP00000000138	ENSG00000179593
ENSLOCP00000000138	ENSG00000179148
ENSLOCP00000000138	ENSG00000179477
ENSLOCP00000000146	ENSG00000179593
ENSLOCP00000000146	ENSG00000179148
ENSLOCP00000000146	ENSG00000179477
ENSLOCP00000000162	ENSG00000105426
ENSLOCP00000000178	ENSG00000105426
ENSLOCP00000000134	
ENSLOCP00000000133	ENSG00000137965
ENSLOCP00000000133	ENSG00000137959
ENSLOCP00000000136	
ENSLOCP00000000135	ENSG00000122042
ENSLOCP00000000173	ENSG00000125730
ENSLOCP00000000189	ENSG00000125730
ENSLOCP00000000137	ENSG00000163481
ENSLOCP00000000139	
ENSLOCP00000000140	
ENSLOCP00000000154	
ENSLOCP00000000141	
ENSLOCP00000000144	ENSG00000162692
ENSLOCP00000000142	ENSG00000137965
ENSLOCP00000000142	ENSG00000137959
ENSLOCP00000000150	ENSG00000204385
ENSLOCP00000000168	ENSG00000204385
ENSLOCP00000000188	ENSG00000204385
ENSLOCP00000000143	ENSG00000152953
ENSLOCP00000000145	
ENSLOCP00000000148	ENSG00000131652
ENSLOCP00000000147	ENSG00000163683
ENSLOCP00000000149	
ENSLOCP00000000153	ENSG00000213920
ENSLOCP00000000153	ENSG00000255526
ENSLOCP00000000152	ENSG00000276566
ENSLOCP00000000152	ENSG00000241755
ENSLOCP00000000152	ENSG00000211632
ENSLOCP00000000152	ENSG00000244575
ENSLOCP00000000152	ENSG00000239951
ENSLOCP00000000152	ENSG00000239855
ENSLOCP00000000152	ENSG00000241351
ENSLOCP00000000152	ENSG00000239862
ENSLOCP00000000152	ENSG00000239819
ENSLOCP00000000152	ENSG00000242076
ENSLOCP00000000152	ENSG00000242580
ENSLOCP00000000152	ENSG00000240864
ENSLOCP00000000152	ENSG00000231292
ENSLOCP00000000152	ENSG00000240671
ENSLOCP00000000152	ENSG00000243466
ENSLOCP00000000152	ENSG00000243290
ENSLOCP00000000152	ENSG00000242371
ENSLOCP00000000152	ENSG00000278857
ENSLOCP00000000152	ENSG00000239975
ENSLOCP00000000152	ENSG00000250036
ENSLOCP00000000152	ENSG00000251546
ENSLOCP00000000151	
ENSLOCP00000000155	
ENSLOCP00000000156	
ENSLOCP00000000157	
ENSLOCP00000000158	
ENSLOCP00000000159	ENSG00000162694
ENSLOCP00000000160	
ENSLOCP00000000161	
ENSLOCP00000000164	
ENSLOCP00000000167	ENSG00000102781
ENSLOCP00000000180	ENSG00000102781
ENSLOCP00000000163	ENSG00000139890
ENSLOCP00000000165	
ENSLOCP00000000166	ENSG00000276566
ENSLOCP00000000166	ENSG00000241755
ENSLOCP00000000166	ENSG00000211632
ENSLOCP00000000166	ENSG00000244575
ENSLOCP00000000166	ENSG00000239951
ENSLOCP00000000166	ENSG00000239855
ENSLOCP00000000166	ENSG00000241351
ENSLOCP00000000166	ENSG00000239862
ENSLOCP00000000166	ENSG00000239819
ENSLOCP00000000166	ENSG00000242076
ENSLOCP00000000166	ENSG00000242580
ENSLOCP00000000166	ENSG00000240864
ENSLOCP00000000166	ENSG00000231292
ENSLOCP00000000166	ENSG00000240671
ENSLOCP00000000166	ENSG00000243466
ENSLOCP00000000166	ENSG00000243290
ENSLOCP00000000166	ENSG00000242371
ENSLOCP00000000166	ENSG00000278857
ENSLOCP00000000166	ENSG00000239975
ENSLOCP00000000166	ENSG00000250036
ENSLOCP00000000166	ENSG00000251546
ENSLOCP00000000171	
ENSLOCP00000000170	
ENSLOCP00000000169	ENSG00000149925
ENSLOCP00000000182	
ENSLOCP00000000172	
ENSLOCP00000000175	
ENSLOCP00000000204	
ENSLOCP00000000174	
ENSLOCP00000000179	ENSG00000162695
ENSLOCP00000000176	
ENSLOCP00000000177	
ENSLOCP00000000184	
ENSLOCP00000000181	
ENSLOCP00000000183	
ENSLOCP00000000185	
ENSLOCP00000000186	ENSG00000283706
ENSLOCP00000000186	ENSG00000206549
ENSLOCP00000000187	
ENSLOCP00000000190	ENSG00000076924
ENSLOCP00000000191	
ENSLOCP00000000192	
ENSLOCP00000000193	
ENSLOCP00000000194	ENSG00000276566
ENSLOCP00000000194	ENSG00000241755
ENSLOCP00000000194	ENSG00000211632
ENSLOCP00000000194	ENSG00000244575
ENSLOCP00000000194	ENSG00000239951
ENSLOCP00000000194	ENSG00000239855
ENSLOCP00000000194	ENSG00000241351
ENSLOCP00000000194	ENSG00000239862
ENSLOCP00000000194	ENSG00000239819
ENSLOCP00000000194	ENSG00000242076
ENSLOCP00000000194	ENSG00000242580
ENSLOCP00000000194	ENSG00000240864
ENSLOCP00000000194	ENSG00000231292
ENSLOCP00000000194	ENSG00000240671
ENSLOCP00000000194	ENSG00000243466
ENSLOCP00000000194	ENSG00000243290
ENSLOCP00000000194	ENSG00000242371
ENSLOCP00000000194	ENSG00000278857
ENSLOCP00000000194	ENSG00000239975
ENSLOCP00000000194	ENSG00000250036
ENSLOCP00000000194	ENSG00000251546
ENSLOCP00000000195	ENSG00000282872
ENSLOCP00000000216	ENSG00000282872
ENSLOCP00000000199	ENSG00000130433
ENSLOCP00000000196	
ENSLOCP00000000197	
ENSLOCP00000000198	ENSG00000006638
ENSLOCP00000000200	
ENSLOCP00000000201	
ENSLOCP00000000202	
ENSLOCP00000000203	
ENSLOCP00000000206	
ENSLOCP00000000205	
ENSLOCP00000000207	
ENSLOCP00000000210	ENSG00000117543
ENSLOCP00000000208	ENSG00000189403
ENSLOCP00000000209	
ENSLOCP00000000211	
ENSLOCP00000000212	ENSG00000211592
ENSLOCP00000000234	ENSG00000211592
ENSLOCP00000000213	
ENSLOCP00000000214	ENSG00000137965
ENSLOCP00000000214	ENSG00000137959
ENSLOCP00000000215	
ENSLOCP00000000218	
ENSLOCP00000000217	
ENSLOCP00000000219	
ENSLOCP00000000220	ENSG00000179855
ENSLOCP00000000221	ENSG00000132952
ENSLOCP00000000239	ENSG00000132952
ENSLOCP00000000222	ENSG00000142408
ENSLOCP00000000223	
ENSLOCP00000000224	
ENSLOCP00000000225	
ENSLOCP00000000226	
ENSLOCP00000000227	
ENSLOCP00000000228	
ENSLOCP00000000229	
ENSLOCP00000000230	
ENSLOCP00000000231	ENSG00000204356
ENSLOCP00000000233	
ENSLOCP00000000232	
ENSLOCP00000000235	
ENSLOCP00000000236	
ENSLOCP00000000242	ENSG00000215148
ENSLOCP00000000242	ENSG00000005001
ENSLOCP00000000242	ENSG00000172382
ENSLOCP00000000242	ENSG00000116176
ENSLOCP00000000242	ENSG00000007038
ENSLOCP00000000242	ENSG00000103355
ENSLOCP00000000242	ENSG00000052344
ENSLOCP00000000237	
ENSLOCP00000000238	ENSG00000160862
ENSLOCP00000000238	ENSG00000204520
ENSLOCP00000000238	ENSG00000104870
ENSLOCP00000000238	ENSG00000204516
ENSLOCP00000000238	ENSG00000010704
ENSLOCP00000000240	
ENSLOCP00000000243	ENSG00000147570
ENSLOCP00000000241	ENSG00000112511
ENSLOCP00000000244	
ENSLOCP00000000246	ENSG00000105605
ENSLOCP00000000245	ENSG00000276566
ENSLOCP00000000245	ENSG00000241755
ENSLOCP00000000245	ENSG00000211632
ENSLOCP00000000245	ENSG00000244575
ENSLOCP00000000245	ENSG00000239951
ENSLOCP00000000245	ENSG00000239855
ENSLOCP00000000245	ENSG00000241351
ENSLOCP00000000245	ENSG00000239862
ENSLOCP00000000245	ENSG00000239819
ENSLOCP00000000245	ENSG00000242076
ENSLOCP00000000245	ENSG00000242580
ENSLOCP00000000245	ENSG00000240864
ENSLOCP00000000245	ENSG00000231292
ENSLOCP00000000245	ENSG00000240671
ENSLOCP00000000245	ENSG00000243466
ENSLOCP00000000245	ENSG00000243290
ENSLOCP00000000245	ENSG00000242371
ENSLOCP00000000245	ENSG00000278857
ENSLOCP00000000245	ENSG00000239975
ENSLOCP00000000245	ENSG00000250036
ENSLOCP00000000245	ENSG00000251546
ENSLOCP00000000247	
ENSLOCP00000000248	
ENSLOCP00000000249	ENSG00000182450
ENSLOCP00000000250	ENSG00000135617
ENSLOCP00000000251	ENSG00000148288
ENSLOCP00000000259	
ENSLOCP00000000253	ENSG00000177666
ENSLOCP00000000252	ENSG00000241566
ENSLOCP00000000252	ENSG00000243238
ENSLOCP00000000252	ENSG00000241294
ENSLOCP00000000252	ENSG00000242534
ENSLOCP00000000252	ENSG00000211598
ENSLOCP00000000252	ENSG00000244116
ENSLOCP00000000252	ENSG00000273962
ENSLOCP00000000252	ENSG00000243264
ENSLOCP00000000252	ENSG00000211623
ENSLOCP00000000252	ENSG00000239571
ENSLOCP00000000252	ENSG00000251039
ENSLOCP00000000254	ENSG00000243649
ENSLOCP00000000254	ENSG00000244255
ENSLOCP00000000255	
ENSLOCP00000000256	ENSG00000185278
ENSLOCP00000000257	
ENSLOCP00000000258	ENSG00000276566
ENSLOCP00000000258	ENSG00000241755
ENSLOCP00000000258	ENSG00000211632
ENSLOCP00000000258	ENSG00000244575
ENSLOCP00000000258	ENSG00000239951
ENSLOCP00000000258	ENSG00000239855
ENSLOCP00000000258	ENSG00000241351
ENSLOCP00000000258	ENSG00000239862
ENSLOCP00000000258	ENSG00000239819
ENSLOCP00000000258	ENSG00000242076
ENSLOCP00000000258	ENSG00000242580
ENSLOCP00000000258	ENSG00000240864
ENSLOCP00000000258	ENSG00000231292
ENSLOCP00000000258	ENSG00000240671
ENSLOCP00000000258	ENSG00000243466
ENSLOCP00000000258	ENSG00000243290
ENSLOCP00000000258	ENSG00000242371
ENSLOCP00000000258	ENSG00000278857
ENSLOCP00000000258	ENSG00000239975
ENSLOCP00000000258	ENSG00000250036
ENSLOCP00000000258	ENSG00000251546
ENSLOCP00000000260	ENSG00000132965
ENSLOCP00000000263	ENSG00000139445
ENSLOCP00000000261	ENSG00000196235
ENSLOCP00000000262	
ENSLOCP00000000265	
ENSLOCP00000000264	ENSG00000166359
ENSLOCP00000000266	
ENSLOCP00000000267	
ENSLOCP00000000269	
ENSLOCP00000000268	
ENSLOCP00000000270	
ENSLOCP00000000278	
ENSLOCP00000000271	ENSG00000117601
ENSLOCP00000000289	ENSG00000117601
ENSLOCP00000000274	
ENSLOCP00000000272	ENSG00000105464
ENSLOCP00000000273	ENSG00000204264
ENSLOCP00000000275	
ENSLOCP00000000276	
ENSLOCP00000000277	
ENSLOCP00000000279	ENSG00000241566
ENSLOCP00000000279	ENSG00000243238
ENSLOCP00000000279	ENSG00000241294
ENSLOCP00000000279	ENSG00000242534
ENSLOCP00000000279	ENSG00000211598
ENSLOCP00000000279	ENSG00000244116
ENSLOCP00000000279	ENSG00000273962
ENSLOCP00000000279	ENSG00000243264
ENSLOCP00000000279	ENSG00000211623
ENSLOCP00000000279	ENSG00000239571
ENSLOCP00000000279	ENSG00000251039
ENSLOCP00000000280	ENSG00000102802
ENSLOCP00000000281	
ENSLOCP00000000282	ENSG00000106560
ENSLOCP00000000282	ENSG00000171115
ENSLOCP00000000282	ENSG00000213203
ENSLOCP00000000282	ENSG00000281887
ENSLOCP00000000282	ENSG00000133561
ENSLOCP00000000282	ENSG00000179144
ENSLOCP00000000282	ENSG00000133574
ENSLOCP00000000282	ENSG00000196329
ENSLOCP00000000283	ENSG00000137965
ENSLOCP00000000283	ENSG00000137959
ENSLOCP00000000284	
ENSLOCP00000000285	
ENSLOCP00000000286	ENSG00000276566
ENSLOCP00000000286	ENSG00000241755
ENSLOCP00000000286	ENSG00000211632
ENSLOCP00000000286	ENSG00000244575
ENSLOCP00000000286	ENSG00000239951
ENSLOCP00000000286	ENSG00000239855
ENSLOCP00000000286	ENSG00000241351
ENSLOCP00000000286	ENSG00000239862
ENSLOCP00000000286	ENSG00000239819
ENSLOCP00000000286	ENSG00000242076
ENSLOCP00000000286	ENSG00000242580
ENSLOCP00000000286	ENSG00000240864
ENSLOCP00000000286	ENSG00000231292
ENSLOCP00000000286	ENSG00000240671
ENSLOCP00000000286	ENSG00000243466
ENSLOCP00000000286	ENSG00000243290
ENSLOCP00000000286	ENSG00000242371
ENSLOCP00000000286	ENSG00000278857
ENSLOCP00000000286	ENSG00000239975
ENSLOCP00000000286	ENSG00000250036
ENSLOCP00000000286	ENSG00000251546
ENSLOCP00000000287	ENSG00000175664
ENSLOCP00000000304	ENSG00000175664
ENSLOCP00000000293	ENSG00000182077
ENSLOCP00000000288	ENSG00000241566
ENSLOCP00000000288	ENSG00000243238
ENSLOCP00000000288	ENSG00000241294
ENSLOCP00000000288	ENSG00000242534
ENSLOCP00000000288	ENSG00000211598
ENSLOCP00000000288	ENSG00000244116
ENSLOCP00000000288	ENSG00000273962
ENSLOCP00000000288	ENSG00000243264
ENSLOCP00000000288	ENSG00000211623
ENSLOCP00000000288	ENSG00000239571
ENSLOCP00000000288	ENSG00000251039
ENSLOCP00000000290	
ENSLOCP00000000291	
ENSLOCP00000000301	ENSG00000129484
ENSLOCP00000000296	
ENSLOCP00000000292	
ENSLOCP00000000295	ENSG00000152292
ENSLOCP00000000294	
ENSLOCP00000000297	ENSG00000106560
ENSLOCP00000000297	ENSG00000171115
ENSLOCP00000000297	ENSG00000213203
ENSLOCP00000000297	ENSG00000281887
ENSLOCP00000000297	ENSG00000133561
ENSLOCP00000000297	ENSG00000179144
ENSLOCP00000000297	ENSG00000133574
ENSLOCP00000000297	ENSG00000196329
ENSLOCP00000000311	ENSG00000106560
ENSLOCP00000000311	ENSG00000171115
ENSLOCP00000000311	ENSG00000213203
ENSLOCP00000000311	ENSG00000281887
ENSLOCP00000000311	ENSG00000133561
ENSLOCP00000000311	ENSG00000179144
ENSLOCP00000000311	ENSG00000133574
ENSLOCP00000000311	ENSG00000196329
ENSLOCP00000000298	
ENSLOCP00000000299	
ENSLOCP00000000300	ENSG00000135577
ENSLOCP00000000302	ENSG00000276566
ENSLOCP00000000302	ENSG00000241755
ENSLOCP00000000302	ENSG00000211632
ENSLOCP00000000302	ENSG00000244575
ENSLOCP00000000302	ENSG00000239951
ENSLOCP00000000302	ENSG00000239855
ENSLOCP00000000302	ENSG00000241351
ENSLOCP00000000302	ENSG00000239862
ENSLOCP00000000302	ENSG00000239819
ENSLOCP00000000302	ENSG00000242076
ENSLOCP00000000302	ENSG00000242580
ENSLOCP00000000302	ENSG00000240864
ENSLOCP00000000302	ENSG00000231292
ENSLOCP00000000302	ENSG00000240671
ENSLOCP00000000302	ENSG00000243466
ENSLOCP00000000302	ENSG00000243290
ENSLOCP00000000302	ENSG00000242371
ENSLOCP00000000302	ENSG00000278857
ENSLOCP00000000302	ENSG00000239975
ENSLOCP00000000302	ENSG00000250036
ENSLOCP00000000302	ENSG00000251546
ENSLOCP00000000303	ENSG00000106560
ENSLOCP00000000303	ENSG00000171115
ENSLOCP00000000303	ENSG00000213203
ENSLOCP00000000303	ENSG00000281887
ENSLOCP00000000303	ENSG00000133561
ENSLOCP00000000303	ENSG00000179144
ENSLOCP00000000303	ENSG00000133574
ENSLOCP00000000303	ENSG00000196329
ENSLOCP00000000305	ENSG00000276566
ENSLOCP00000000305	ENSG00000241755
ENSLOCP00000000305	ENSG00000211632
ENSLOCP00000000305	ENSG00000244575
ENSLOCP00000000305	ENSG00000239951
ENSLOCP00000000305	ENSG00000239855
ENSLOCP00000000305	ENSG00000241351
ENSLOCP00000000305	ENSG00000239862
ENSLOCP00000000305	ENSG00000239819
ENSLOCP00000000305	ENSG00000242076
ENSLOCP00000000305	ENSG00000242580
ENSLOCP00000000305	ENSG00000240864
ENSLOCP00000000305	ENSG00000231292
ENSLOCP00000000305	ENSG00000240671
ENSLOCP00000000305	ENSG00000243466
ENSLOCP00000000305	ENSG00000243290
ENSLOCP00000000305	ENSG00000242371
ENSLOCP00000000305	ENSG00000278857
ENSLOCP00000000305	ENSG00000239975
ENSLOCP00000000305	ENSG00000250036
ENSLOCP00000000305	ENSG00000251546
ENSLOCP00000000308	ENSG00000135870
ENSLOCP00000000306	
ENSLOCP00000000314	
ENSLOCP00000000307	
ENSLOCP00000000309	
ENSLOCP00000000313	ENSG00000066044
ENSLOCP00000000310	ENSG00000183439
ENSLOCP00000000312	
ENSLOCP00000000315	
ENSLOCP00000000316	
ENSLOCP00000000317	ENSG00000162614
ENSLOCP00000000319	ENSG00000203733
ENSLOCP00000000332	ENSG00000203733
ENSLOCP00000000318	
ENSLOCP00000000320	ENSG00000157873
ENSLOCP00000000321	
ENSLOCP00000000324	
ENSLOCP00000000368	
ENSLOCP00000000362	ENSG00000274523
ENSLOCP00000000322	
ENSLOCP00000000323	
ENSLOCP00000000328	ENSG00000103995
ENSLOCP00000000326	ENSG00000137992
ENSLOCP00000000373	ENSG00000137992
ENSLOCP00000000325	
ENSLOCP00000000371	
ENSLOCP00000000327	
ENSLOCP00000000329	
ENSLOCP00000000330	
ENSLOCP00000000331	ENSG00000136732
ENSLOCP00000000342	
